"player","nation","pos","team","played_90s","pass_att","live_pass","dead_pass","free_kicks","through_balls","switches","crosses","throw_ins","corners","inswingers","outswingers","straight_corners","pass_comp","pass_offside","pass_block"
"Mikkel Kaufmann","DEN","FW","Heidenheim","4.1","91","87","3","1","1","1","1","1","0","0","0","0","45","1","4"
"Yannik Keitel","GER","MF","Stuttgart","3.0","190","186","4","4","0","1","2","0","0","0","0","0","156","0","5"
"Andu Kelati","GER","MF,DF","Holstein Kiel","3.2","123","122","1","0","1","0","6","0","0","0","0","0","95","0","5"
"Thomas Keller","GER","DF,MF","Heidenheim","1.6","89","84","5","2","0","0","0","3","0","0","0","0","71","0","0"
"Aljoscha Kemlein","GER","MF","Union Berlin","10.2","465","445","16","3","0","4","5","1","3","2","0","1","351","4","8"
"Luca Kerber","GER","MF,DF","Heidenheim","8.7","247","238","6","2","1","1","3","3","0","0","0","0","182","3","3"
"Rani Khedira","GER","MF","Union Berlin","30.3","950","916","23","11","1","1","22","0","0","0","0","0","700","11","23"
"Joshua Kimmich","GER","MF","Bayern Munich","31.6","3652","3354","291","125","21","42","176","44","117","73","21","1","3269","7","30"
"Tim Kleindienst","GER","FW","Gladbach","30.4","765","713","46","0","7","6","16","14","0","0","0","0","466","6","43"
"Lukas Klostermann","GER","DF","RB Leipzig","20.4","1211","1162","46","19","0","1","11","26","0","0","0","0","1071","3","18"
"Ansgar Knauff","GER","MF,DF","Eint Frankfurt","17.7","544","517","26","1","4","0","32","25","0","0","0","0","363","1","21"
"Magnus Knudsen","NOR","MF","Holstein Kiel","20.6","781","768","11","9","1","1","8","1","1","1","0","0","656","2","13"
"Gregor Kobel","SUI","GK","Dortmund","32.0","1241","1043","195","74","0","0","0","0","0","0","0","0","993","3","0"
"Robin Koch","GER","DF","Eint Frankfurt","28.7","1799","1690","107","46","0","6","1","3","0","0","0","0","1631","2","16"
"Derrick Köhn","GER","DF,FW","Werder Bremen","14.9","733","610","122","2","1","2","58","115","5","2","3","0","581","1","28"
"Dominik Kohr","GER","DF,MF","Mainz 05","25.5","1368","1260","103","35","5","11","16","37","0","0","0","0","1109","5","21"
"Marco Komenda","CRO","DF","Holstein Kiel","14.5","751","711","37","21","1","2","16","16","0","0","0","0","592","3","6"
"Mert Kömür","GER","MF","Augsburg","7.3","221","189","30","7","0","0","26","1","21","11","7","0","159","2","10"
"Kacper Koscierski","GER","DF","Bochum","0.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Henri Koudossou","GER","DF","Augsburg","8.3","359","301","57","2","0","0","24","55","0","0","0","0","283","1","10"
"Konstantinos Koulierakis","GRE","DF","Wolfsburg","27.4","1557","1434","118","34","1","30","13","17","0","0","0","0","1292","5","9"
"Matej Kovar","CZE","GK","Leverkusen","5.0","147","125","21","6","0","0","0","0","0","0","0","0","123","1","0"
"Andrej Kramarić","CRO","MF,FW","Hoffenheim","30.7","1314","1182","122","14","5","5","116","23","44","15","13","0","1021","10","34"
"Frans Krätzig","GER","DF,MF","Heidenheim","13.5","552","461","88","17","1","1","38","47","24","13","4","0","419","3","12"
"Frans Krätzig","GER","DF","Stuttgart","0.6","41","37","4","0","0","0","1","4","0","0","0","0","36","0","0"
"Tom Krauß","GER","MF","Bochum","12.0","615","582","26","3","1","3","10","5","1","1","0","0","492","7","13"
"Rasmus Kristensen","DEN","DF","Eint Frankfurt","27.9","1626","1401","219","16","2","9","59","203","0","0","0","0","1263","6","38"
"Lukas Kübler","GER","DF","Freiburg","20.5","1037","852","178","16","0","3","30","162","0","0","0","0","800","7","15"
"Jonah Kusi-Asare","SWE","FW","Bayern Munich","0.0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0"
"Moritz-Broni Kwarteng","GHA","MF,FW","Bochum","1.9","78","76","2","0","0","0","1","2","0","0","0","0","62","0","7"
"Nediljko Labrović","CRO","GK","Augsburg","15.0","504","361","141","36","0","0","0","0","0","0","0","0","354","2","1"
"Konrad Laimer","AUT","DF","Bayern Munich","18.9","1225","1110","114","10","3","2","21","104","0","0","0","0","1075","1","28"
"Stefan Lainer","AUT","DF","Gladbach","8.4","460","384","75","5","2","0","29","70","0","0","0","0","356","1","8"
"Hugo Larsson","SWE","MF","Eint Frankfurt","26.6","1243","1212","27","22","2","5","8","5","0","0","0","0","1080","4","17"
"Diogo Leite","POR","DF","Union Berlin","28.3","1398","1311","79","40","0","7","10","26","0","0","0","0","1099","8","19"
"Maxim Leitsch","GER","DF","Mainz 05","7.5","370","340","30","5","0","0","3","15","0","0","0","0","289","0","2"
"Jamie Leweling","GER","MF,FW","Stuttgart","18.5","580","559","16","1","2","1","58","14","0","0","0","0","409","5","31"
"Philipp Lienhart","AUT","DF","Freiburg","30.8","2253","2089","156","54","0","18","9","48","0","0","0","0","1943","8","12"
"Marin Ljubicic","CRO","FW,MF","Union Berlin","3.1","60","56","4","0","0","1","1","1","0","0","0","0","34","0","3"
"Anthony Losilla","FRA","MF","Bochum","12.6","419","410","8","8","0","1","4","0","0","0","0","0","321","1","8"
"Yannik Lührs","GER","DF","Dortmund","1.4","166","158","7","2","0","0","0","1","0","0","0","0","152","1","1"
"Castello Lukeba","FRA","DF","RB Leipzig","17.5","1238","1155","82","23","0","9","11","55","0","0","0","0","1054","1","22"
"Senne Lynen","BEL","MF","Werder Bremen","30.4","1326","1272","49","44","2","4","5","1","0","0","0","0","1099","5","16"
"Shuto Machino","JPN","FW,MF","Holstein Kiel","21.7","707","561","143","6","3","0","35","112","7","4","2","0","454","3","27"
"Arne Maier","GER","MF","Augsburg","10.4","588","511","75","24","2","3","67","0","46","15","23","0","450","2","17"
"Patrick Mainka","GER","DF","Heidenheim","34.0","1669","1631","33","28","1","1","4","3","0","0","0","0","1425","5","17"
"Lovro Majer","CRO","MF","Wolfsburg","3.4","141","125","15","3","1","2","17","2","10","5","5","0","98","1","3"
"Jordy Makengo","FRA","DF","Freiburg","8.3","306","268","36","1","0","0","25","35","0","0","0","0","242","2","3"
"Jarzinho Malanga","GER","DF","Stuttgart","0.0","2","2","0","0","0","0","0","0","0","0","0","0","2","0","0"
"Julián Malatini","ARG","DF","Werder Bremen","5.0","302","296","6","4","1","0","3","2","0","0","0","0","261","0","4"
"Donyell Malen","NED","FW,MF","Dortmund","6.8","190","180","9","3","1","3","13","5","1","0","0","0","136","1","10"
"Lennard Maloney","USA","MF","Heidenheim","8.4","271","267","3","3","0","2","1","0","0","0","0","0","194","1","6"
"Lennard Maloney","USA","MF","Mainz 05","0.3","14","14","0","0","1","0","0","0","0","0","0","0","8","0","1"
"Johan Manzambi","SUI","FW,MF","Freiburg","3.7","143","143","0","0","1","0","5","0","0","0","0","0","108","0","3"
"Omar Marmoush","EGY","FW","Eint Frankfurt","16.1","430","332","95","29","5","2","78","6","50","22","24","0","300","3","10"
"Giorgos Masouras","GRE","FW,MF","Bochum","11.7","284","276","5","1","0","1","26","3","0","0","0","0","200","3","9"
"Erhan Mašović","SRB","DF","Bochum","10.1","422","406","13","10","1","2","0","0","0","0","0","0","349","3","4"
"Igor Matanovic","CRO","FW","Eint Frankfurt","3.5","75","69","6","0","1","0","0","0","0","0","0","0","57","0","3"
"Chrislain Matsima","FRA","DF","Augsburg","28.3","1324","1274","44","31","2","2","3","8","0","0","0","0","1139","6","17"
"Jean Mattéo Bahoya","FRA","MF,FW","Eint Frankfurt","10.2","350","327","23","6","1","1","31","6","8","5","0","0","260","0","12"
"Maurides","BRA","FW","St. Pauli","0.0","2","2","0","0","0","0","0","0","0","0","0","0","1","0","0"
"Keke Maximilian Topp","GER","FW,MF","Werder Bremen","2.8","88","79","6","2","0","0","6","0","0","0","0","0","48","3","7"
"Jakov Medić","CRO","DF","Bochum","17.8","763","747","13","7","2","2","1","0","0","0","0","0","667","3","2"
"Connor Metcalfe","AUS","MF,FW","St. Pauli","4.0","118","108","8","3","0","0","7","2","3","0","3","0","76","2","3"
"Karol Mets","EST","DF","St. Pauli","10.0","631","589","41","15","0","5","3","4","0","0","0","0","526","1","3"
"Alexander Meyer","GER","GK","Dortmund","2.0","83","68","15","8","0","0","0","0","0","0","0","0","54","0","0"
"Florian Micheler","AUT","MF","Hoffenheim","0.4","12","12","0","0","0","0","0","0","0","0","0","0","11","0","0"
"Enzo Millot","FRA","MF,FW","Stuttgart","20.5","1140","1092","47","9","5","6","41","10","20","3","10","1","967","1","26"
"Kim Min-jae","KOR","DF","Bayern Munich","25.4","2530","2474","53","25","1","5","0","3","0","0","0","0","2340","3","10"
"Maximilian Mittelstädt","GER","DF","Stuttgart","27.4","2035","1757","272","29","2","11","164","226","16","5","10","0","1698","6","28"
"Koji Miyoshi","JPN","FW,MF","Bochum","5.2","130","123","7","0","4","1","9","1","2","2","0","0","77","0","15"
"Max Moerstedt","GER","FW","Hoffenheim","5.0","103","101","1","0","1","0","1","0","0","0","0","0","69","1","2"
"David Mokwa","FRA","DF,FW","Hoffenheim","0.2","4","4","0","0","0","0","0","0","0","0","0","0","1","0","0"
"Steve Mounié","BEN","FW,MF","Augsburg","3.9","110","108","2","0","0","0","3","1","0","0","0","0","69","0","6"
"Nordi Mukiele","FRA","DF","Leverkusen","10.0","607","527","79","12","0","1","13","67","0","0","0","0","488","1","15"
"Florian Müller","GER","GK","Freiburg","8.4","326","243","81","24","0","1","0","0","0","0","0","0","206","2","0"
"Kevin Müller","GER","GK","Heidenheim","32.7","1306","928","374","103","0","2","0","0","0","0","0","0","987","4","0"
"Marius Müller","GER","GK","Wolfsburg","5.3","218","172","46","12","0","0","0","0","0","0","0","0","154","0","0"
"Thomas Müller","GER","MF,FW","Bayern Munich","13.6","631","599","30","7","8","3","46","10","0","0","0","0","473","2","16"
"Jamal Musiala","GER","MF","Bayern Munich","20.0","942","914","23","2","14","2","8","6","7","0","0","0","778","5","33"
"Florent Muslija","KVX","FW,MF","Freiburg","1.9","98","87","11","3","1","0","14","2","6","3","2","0","71","0","1"
"Phillipp Mwene","AUT","DF","Mainz 05","29.0","1272","1031","234","10","2","2","85","212","12","5","1","3","954","7","39"
"Joakim Mæhle","DEN","DF","Wolfsburg","24.3","1205","1012","191","15","2","1","25","175","1","0","0","0","975","2","30"
"Nathan N'Goumou","CMR","FW","Gladbach","9.2","265","255","9","0","1","0","22","8","0","0","0","0","195","1","7"
"Stanley N'Soki","FRA","DF","Hoffenheim","14.5","838","784","51","16","0","4","1","22","0","0","0","0","719","3","8"
"Nikolas Nartey","DEN","MF","Stuttgart","0.2","5","5","0","0","0","0","0","0","0","0","0","0","4","0","0"
"Paul Nebel","GER","MF","Mainz 05","26.1","1167","1115","49","9","12","4","111","22","17","4","9","1","853","3","62"
"Kosta Nedeljković","SRB","DF","RB Leipzig","5.3","238","194","42","1","0","0","17","41","0","0","0","0","194","2","2"
"Ivan Nekić","CRO","DF","Holstein Kiel","0.8","42","40","2","0","0","0","0","2","0","0","0","0","32","0","2"
"David Nemeth","AUT","DF","St. Pauli","23.7","1107","1040","64","36","0","3","7","1","0","0","0","0","957","3","14"
"Luca Netz","GER","DF","Gladbach","10.8","528","449","78","10","0","0","16","68","0","0","0","0","428","1","12"
"Manuel Neuer","GER","GK","Bayern Munich","22.0","924","843","80","24","1","1","0","0","0","0","0","0","795","1","1"
"Florian Neuhaus","GER","MF","Gladbach","4.2","233","220","11","8","0","3","9","2","0","0","0","0","194","2","3"
"Moritz Nicolas","GER","GK","Gladbach","18.2","794","693","101","41","0","1","0","0","0","0","0","0","669","0","1"
"Julian Niehues","GER","MF","Heidenheim","1.7","84","81","3","1","1","1","0","2","0","0","0","0","66","0","1"
"Justin Njinmah","GER","FW,MF","Werder Bremen","10.6","243","234","8","0","1","1","19","6","0","0","0","0","150","1","16"
"Niels Nkounkou","FRA","DF,MF","Eint Frankfurt","4.2","235","199","34","8","1","1","23","26","0","0","0","0","162","2","10"
"Felix Nmecha","GER","MF","Dortmund","16.8","903","889","12","12","4","9","6","0","0","0","0","0","794","2","12"
"Lukas Nmecha","GER","FW,MF","Wolfsburg","5.2","119","114","5","0","2","0","6","1","0","0","0","0","76","0","9"
"Arnaud Nordin","FRA","DF,MF","Mainz 05","0.9","48","39","9","2","0","1","9","6","1","0","1","0","34","0","2"
"Alexander Nübel","GER","GK","Stuttgart","34.0","1311","1097","208","86","0","2","0","0","0","0","0","0","1009","6","1"
"Antonio Nusa","NOR","MF,DF","RB Leipzig","17.3","566","534","28","10","8","1","35","17","1","0","1","0","420","4","16"
"David Odogu","GER","DF","Wolfsburg","2.2","99","97","2","0","0","0","0","0","0","0","0","0","87","0","0"
"Tim Oermann","GER","DF","Bochum","24.6","936","844","87","11","1","2","14","74","0","0","0","0","771","5","16"
"Ifechukwu Ogbus","SUI","DF","Freiburg","0.2","10","4","6","0","0","0","0","6","0","0","0","0","6","0","0"
"Finn Ole Becker","GER","MF","Hoffenheim","7.4","383","378","5","3","0","1","8","1","1","0","0","0","316","0","3"
"Michael Olise","FRA","FW,MF","Bayern Munich","25.9","1585","1451","128","14","25","7","131","41","72","45","3","0","1290","6","44"
"Jonas Omlin","SUI","GK","Gladbach","10.9","513","433","77","19","0","2","0","1","0","0","0","0","375","3","0"
"Karim Onisiwo","AUT","MF,FW","Mainz 05","1.2","24","22","2","0","0","0","2","0","0","0","0","0","15","0","1"
"Frank Onyeka","NGA","MF","Augsburg","28.7","1019","975","40","12","2","1","20","13","2","1","0","0","852","4","25"
"Loïs Openda","BEL","FW,MF","RB Leipzig","27.3","591","564","24","4","2","6","27","3","0","0","0","0","377","3","36"
"Gift Orban","NGA","FW","Hoffenheim","7.6","144","130","14","0","1","1","6","3","1","1","0","0","102","0","10"
"Willi Orban","HUN","DF","RB Leipzig","24.7","1750","1686","55","43","0","2","5","4","0","0","0","0","1530","9","13"
"Ivan Ordets","UKR","DF","Bochum","20.7","885","863","18","10","0","2","0","1","0","0","0","0","708","4","4"
"Patrick Osterhage","GER","MF","Freiburg","25.2","1025","1005","18","15","0","4","20","2","0","0","0","0","858","2","24"
"Assan Ouedraogo","GER","MF","RB Leipzig","0.6","20","19","0","0","0","0","1","0","0","0","0","0","15","1","1"
"Salih Özcan","TUR","MF","Wolfsburg","3.9","216","201","15","10","3","2","8","0","4","1","3","0","164","0","5"
"Salih Özcan","TUR","MF","Dortmund","4.3","250","239","9","6","1","0","3","0","0","0","0","0","194","2","1"
"Exequiel Palacios","ARG","MF","Leverkusen","12.8","1023","992","30","13","11","2","4","7","1","0","0","0","922","1","15"
"João Palhinha","POR","MF","Bayern Munich","7.5","552","544","7","7","0","3","2","0","0","0","0","0","510","1","3"
"Mats Pannewig","GER","MF","Bochum","3.0","121","119","1","0","1","1","3","0","1","0","1","0","91","1","3"
"Kevin Paredes","USA","DF","Wolfsburg","1.4","47","47","0","0","0","0","1","0","0","0","0","0","37","0","0"
"Felix Passlack","GER","DF,MF","Bochum","25.9","997","836","158","12","3","2","113","133","13","13","0","0","660","3","63"
"Aleksandar Pavlovic","GER","MF","Bayern Munich","16.1","1541","1529","11","8","5","6","5","3","0","0","0","0","1437","1","9"
"Mads Pedersen","DEN","DF","Augsburg","2.6","90","66","24","2","0","1","5","22","0","0","0","0","70","0","3"
"Jordan Pefok","USA","FW","Union Berlin","10.1","191","179","11","0","0","1","0","1","0","0","0","0","132","1","3"
"Daniel Peretz","ISR","GK","Bayern Munich","3.0","103","94","9","2","1","0","0","0","0","0","0","0","79","0","0"
"Noah Pesch","CRO","FW","Gladbach","0.1","4","3","1","0","0","0","0","1","0","0","0","0","2","0","0"
"Luca Philipp","GER","GK","Hoffenheim","6.0","194","135","58","22","0","0","0","0","0","0","0","0","123","1","0"
"Maximilian Philipp","GER","MF,FW","Freiburg","0.2","7","7","0","0","0","0","0","0","0","0","0","0","3","0","1"
"Benedikt Pichler","AUT","FW","Holstein Kiel","8.7","212","195","17","0","2","0","11","0","0","0","0","0","134","0","9"
"Amos Pieper","GER","DF","Werder Bremen","16.6","932","837","92","27","2","13","4","10","0","0","0","0","790","3","7"
"Marvin Pieringer","GER","FW,MF","Heidenheim","24.5","552","531","19","1","5","1","11","4","0","0","0","0","363","2","22"
"Alassane Pléa","FRA","MF,FW","Gladbach","21.1","795","747","40","1","15","8","45","12","1","0","0","0","573","8","40"
"Finn Porath","GER","DF,MF","Holstein Kiel","21.9","731","590","136","19","0","4","84","96","9","5","1","0","489","5","27"
"Yussuf Poulsen","DEN","FW,MF","RB Leipzig","4.2","141","139","1","1","0","0","2","0","0","0","0","0","84","1","8"
"Alexander Prass","AUT","DF","Hoffenheim","17.4","969","805","159","14","3","2","54","144","1","0","1","0","704","5","30"
"David Preu","GER","MF,DF","Union Berlin","1.3","37","29","8","0","0","0","4","8","0","0","0","0","20","0","1"
"Grischa Prömel","GER","MF","Hoffenheim","1.9","95","89","6","4","0","0","2","1","0","0","0","0","80","0","1"
"Ivan Prtajin","CRO","FW","Union Berlin","1.8","48","47","1","0","0","0","3","0","0","0","0","0","18","0","2"
"Tymoteusz Puchacz","POL","DF","Holstein Kiel","4.4","195","148","47","6","0","1","37","28","13","4","8","0","137","0","6"
"Leopold Querfeld","AUT","DF","Union Berlin","19.4","802","749","48","30","1","12","0","1","0","0","0","0","648","5","6"
"Grant Ranos","ARM","FW","Gladbach","0.2","12","11","1","0","0","0","0","1","0","0","0","0","8","0","0"
"David Raum","GER","DF","RB Leipzig","19.8","1212","925","281","46","1","5","188","177","58","27","24","0","841","6","32"
"Rocco Reitz","GER","MF","Gladbach","20.3","878","845","29","22","10","3","22","4","0","0","0","0","684","4","22"
"Nicolai Remberg","GER","MF","Holstein Kiel","26.9","970","951","17","15","2","9","8","2","0","0","0","0","756","2","16"
"Elvis Rexhbeçaj","KVX","MF","Augsburg","19.8","670","588","79","27","5","5","71","10","29","12","14","0","469","3","37"
"Gio Reyna","USA","MF","Dortmund","3.9","212","197","15","2","2","0","15","7","5","3","1","0","167","0","4"
"Fabian Rieder","SUI","MF,FW","Stuttgart","9.6","398","349","47","8","2","0","39","8","28","12","10","1","281","2","20"
"Lasse Rieß","GER","GK","Mainz 05","2.0","84","68","16","4","0","0","0","0","0","0","0","0","53","0","0"
"Lars Ritzka","GER","DF,MF","St. Pauli","10.2","425","351","73","5","0","1","19","63","1","0","0","0","304","1","18"
"Mads Roerslev","DEN","DF","Wolfsburg","3.3","174","148","26","2","0","0","7","24","0","0","0","0","146","0","6"
"Merlin Röhl","GER","MF,FW","Freiburg","10.7","250","247","2","0","0","0","12","1","0","0","0","0","190","1","12"
"Lasse Rosenboom","GER","DF","Holstein Kiel","19.3","505","412","90","4","1","1","18","86","0","0","0","0","329","3","22"
"Max Rosenfelder","GER","DF","Freiburg","13.9","675","622","51","11","0","0","9","30","0","0","0","0","576","2","18"
"Tom Rothe","GER","DF,MF","Union Berlin","18.6","803","618","182","5","1","4","46","177","0","0","0","0","547","3","36"
