"player","nation","pos","team","played_90s","touches","touches_def_pen","touches_def_3rd","touches_mid_3rd","touches_att_3rd","touches_att_pen","take_ons_att","take_ons_succ","take_ons_tackled","carries","carry_dist","prog_carry_dist","prog_carries","carries_final_3rd","carries_att_pen","miscontrols","dispossessed","passes_rec","prog_passes_rec"
"Casper Tengstedt","DEN","FW","Hellas Verona","16.9","458","30","47","199","217","58","27","9","16","238","1247","564","29","14","13","36","6","303","85"
"Filippo Terracciano","ITA","DF,MF","Milan","6.0","303","10","93","169","43","3","2","0","2","162","642","338","5","3","0","1","5","194","9"
"Pietro Terracciano","ITA","GK","Fiorentina","3.0","96","80","96","0","0","0","0","0","0","67","285","144","0","0","0","0","0","58","0"
"Florian Thauvin","FRA","FW,MF","Udinese","21.7","1062","8","105","432","537","82","92","39","47","682","5087","2388","92","53","34","60","38","790","148"
"Malick Thiaw","GER","DF","Milan","20.1","1432","133","670","720","50","15","4","3","1","905","4167","2180","12","11","0","8","2","1044","1"
"Morten Thorsby","NOR","MF,FW","Genoa","21.1","753","29","142","371","247","66","22","9","13","295","1529","684","24","17","6","45","28","470","76"
"Khéphren Thuram","FRA","MF","Juventus","25.8","1661","73","353","971","358","44","70","39","28","1067","6581","3587","74","59","12","28","23","1258","52"
"Marcus Thuram","FRA","FW","Inter","24.4","830","21","71","333","439","160","53","24","22","453","3025","1468","62","33","36","55","29","612","170"
"Cheikh Tidiane Niasse","SEN","MF","Hellas Verona","8.4","353","17","78","201","78","9","7","1","5","160","672","248","5","2","1","14","7","181","15"
"Rafael Tolói","ITA","DF","Atalanta","5.2","340","19","108","182","55","3","3","2","1","195","836","444","5","6","0","6","3","234","5"
"Fikayo Tomori","ENG","DF","Milan","17.7","1260","119","605","604","54","7","2","2","0","721","3061","1681","8","9","0","9","2","871","3"
"Luka Topalović","SVN","MF","Inter","0.1","11","0","3","3","5","3","1","0","1","5","21","8","0","1","0","0","0","6","1"
"Lorenzo Tosto","ITA","DF","Empoli","0.0","4","0","3","1","0","0","0","0","0","3","7","5","0","0","0","0","0","4","0"
"Souleymane Touré","FRA","DF","Udinese","8.1","585","57","260","282","45","10","10","5","4","378","1752","831","6","5","1","7","0","424","3"
"Stefano Turati","ITA","GK","Monza","29.7","1166","1027","1159","7","0","0","0","0","0","720","3496","1980","0","0","0","0","0","612","0"
"Kacper Urbanski","POL","MF","Bologna","2.7","163","6","23","68","73","10","5","3","2","107","551","201","5","2","0","8","3","110","19"
"Kacper Urbanski","POL","MF","Monza","5.6","304","11","69","167","69","3","8","3","4","187","1160","473","10","5","0","6","10","222","14"
"Lautaro Valenti","ARG","DF","Parma","17.3","1011","161","559","422","31","12","1","0","1","556","2165","942","3","2","1","9","0","629","3"
"Nicolás Valentini","ARG","DF","Hellas Verona","12.5","654","75","314","310","35","14","2","2","0","268","1208","623","4","1","1","5","2","304","1"
"Emanuele Valeri","ITA","DF","Parma","31.9","1528","104","470","583","494","33","47","12","31","740","4053","2376","79","45","9","42","5","739","109"
"Álex Valle","ESP","DF","Como","11.4","799","26","276","375","155","12","18","9","9","425","2246","1068","19","20","5","18","8","460","30"
"Mattia Valoti","ITA","MF","Monza","0.4","27","2","12","13","2","0","0","0","0","7","29","16","0","0","0","0","1","12","0"
"Ignace Van Der Brempt","BEL","DF","Como","14.0","841","44","270","392","194","14","28","13","12","432","2197","1039","19","12","5","21","10","463","34"
"Devis Vásquez","COL","GK","Empoli","32.0","1183","915","1167","16","1","0","1","1","0","701","3465","2107","0","0","0","2","0","620","0"
"Johan Vásquez","MEX","DF","Genoa","33.8","2190","304","1100","971","128","46","7","5","2","1202","6541","3435","37","21","2","24","5","1387","12"
"Matías Vecino","URU","MF","Lazio","9.7","475","19","99","285","93","33","1","1","0","231","1048","413","4","11","1","6","10","334","14"
"Danilo Veiga","POR","DF","Lecce","4.2","225","10","55","95","76","5","14","6","6","111","679","390","10","6","1","10","5","111","13"
"Renato Veiga","POR","DF","Juventus","12.1","727","130","384","311","35","11","1","1","0","388","2311","1173","9","5","0","2","0","423","0"
"Lorenzo Venturino","ITA","FW,MF","Genoa","1.9","86","2","22","32","35","6","6","4","2","39","337","162","5","2","2","8","1","44","10"
"Simone Verdi","ITA","MF,FW","Como","1.3","75","2","7","37","32","1","2","2","0","44","270","150","3","4","1","0","4","51","13"
"Samuele Vignato","ITA","MF","Monza","5.2","214","5","27","101","90","7","13","4","9","139","729","269","5","8","1","8","10","163","30"
"Nicolas Viola","ITA","FW,MF","Cagliari","14.1","595","8","57","294","255","34","30","11","16","326","1527","700","21","17","7","30","21","389","70"
"Mattia Viti","ITA","DF","Empoli","28.6","1506","260","798","663","58","12","11","6","3","633","3228","1714","17","9","0","20","17","752","10"
"Vitinha","POR","FW,MF","Genoa","14.8","572","32","91","255","242","54","68","22","42","309","2034","987","38","27","16","54","34","348","71"
"Dušan Vlahović","SRB","FW","Juventus","19.8","564","14","28","238","303","125","28","9","18","308","1398","509","27","10","17","51","28","431","117"
"Vanja Vlahović","SRB","FW,MF","Atalanta","0.7","18","0","0","4","14","7","2","0","1","13","40","13","0","0","0","6","1","12","5"
"Nikola Vlašić","CRO","MF,FW","Torino","23.5","983","15","114","460","430","59","48","24","21","607","3417","1737","53","41","12","44","42","713","110"
"Alessandro Vogliacco","ITA","DF","Genoa","7.9","407","37","183","189","35","5","1","0","1","208","1139","666","9","8","1","2","1","258","2"
"Alessandro Vogliacco","ITA","DF","Parma","8.6","551","64","283","260","12","3","1","1","0","370","1561","873","2","1","0","4","0","395","0"
"Mërgim Vojvoda","KVX","DF","Torino","12.3","875","43","292","440","147","6","11","6","3","577","2761","1300","18","12","1","8","8","606","34"
"Mërgim Vojvoda","KVX","DF","Como","8.0","521","32","148","230","147","14","11","3","7","293","1217","592","16","11","4","4","4","343","40"
"Stefan de Vrij","NED","DF","Inter","18.2","1613","151","693","885","41","19","8","3","5","988","5474","2932","11","7","0","4","1","1162","5"
"Kyle Walker","ENG","DF","Milan","7.3","492","33","163","238","96","6","7","5","2","310","1392","674","11","5","2","6","4","323","19"
"Sebastian Walukiewicz","POL","DF","Torino","18.5","1119","68","359","593","178","9","22","6","14","557","2610","1425","25","13","0","9","5","694","31"
"Sebastian Walukiewicz","POL","DF","Empoli","2.0","83","16","37","38","9","0","0","0","0","32","279","157","2","0","0","2","0","33","3"
"Timothy Weah","USA","DF,FW","Juventus","18.2","977","31","216","394","372","35","34","13","16","565","3194","1486","45","21","18","26","15","652","120"
"Mateusz Wieteska","POL","DF","Cagliari","2.0","116","18","64","51","2","2","0","0","0","69","426","205","1","0","0","1","0","70","0"
"John Yeboah","ECU","FW,MF","Venezia","13.6","517","0","28","200","298","55","59","24","24","374","2548","1280","50","27","25","46","30","409","88"
"Kenan Yıldız","TUR","FW,MF","Juventus","26.7","1485","17","161","590","752","103","111","59","49","964","6159","3376","115","59","43","86","41","1116","223"
"Mattia Zaccagni","ITA","FW","Lazio","29.8","1458","26","143","561","774","100","96","44","37","911","6501","3083","91","63","27","49","40","1084","264"
"Nicola Zalewski","POL","DF,FW","Roma","5.9","325","9","53","122","155","15","16","2","13","193","1581","818","31","18","6","8","4","221","54"
"Nicola Zalewski","POL","DF,MF","Inter","4.8","293","6","50","122","124","16","20","9","4","206","1538","767","29","16","8","10","7","225","47"
"Andre-Frank Zambo Anguissa","CMR","MF","Napoli","31.7","1825","59","320","1063","461","73","47","25","18","915","4078","1490","24","26","8","48","35","1325","119"
"Francesco Zampano","ITA","DF","Venezia","18.2","731","42","209","296","234","26","28","8","17","418","2792","1428","42","21","9","28","17","439","85"
"Nicolò Zaniolo","ITA","FW","Fiorentina","3.8","131","2","13","58","64","12","17","6","8","100","671","255","8","6","1","18","10","116","20"
"Nicolò Zaniolo","ITA","FW,MF","Atalanta","4.0","153","0","3","62","90","25","16","6","7","118","584","237","7","6","5","18","14","147","33"
"Alessandro Zanoli","ITA","FW,DF","Genoa","19.0","720","29","165","298","267","43","56","20","32","364","3333","1829","65","48","24","32","9","442","90"
"Duván Zapata","COL","FW","Torino","6.5","192","11","25","72","96","39","9","1","7","104","470","207","6","4","4","9","8","141","36"
"Gabriele Zappa","ITA","DF","Cagliari","34.0","2017","120","803","887","342","34","29","13","14","1100","5589","3187","57","39","4","31","7","1191","82"
"Davide Zappacosta","ITA","DF","Atalanta","23.0","1416","41","301","545","584","47","41","12","27","780","4350","2348","67","38","14","26","17","889","139"
"Oier Zarraga","ESP","MF","Udinese","10.0","359","13","62","202","99","3","5","2","2","186","908","388","7","3","0","9","4","230","23"
"Jordan Zemura","ZIM","DF","Udinese","15.7","815","44","232","331","263","23","48","20","24","403","2146","1080","25","18","3","24","17","434","76"
"Alessio Zerbin","ITA","DF","Venezia","16.9","864","34","187","336","358","53","63","21","36","383","2327","1234","53","26","20","37","19","401","70"
"Alessio Zerbin","ITA","FW,DF","Napoli","0.0","3","0","3","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0"
"Kevin Zeroli","ITA","MF","Monza","4.4","146","12","50","67","30","9","1","0","1","83","326","115","2","3","0","9","3","90","8"
"Kevin Zeroli","ITA","MF","Milan","0.1","9","0","1","4","5","0","0","0","0","7","48","42","1","1","0","0","1","8","3"
"Piotr Zieliński","POL","MF","Inter","10.9","803","27","139","498","177","14","18","6","9","510","3060","1582","26","27","1","8","6","588","24"
"Nadir Zortea","ITA","DF,MF","Cagliari","30.1","1115","43","260","487","387","31","87","38","47","661","3945","1877","69","38","8","57","31","732","144"
"Szymon Żurkowski","POL","MF","Empoli","1.2","59","5","17","35","7","4","4","2","2","28","190","35","1","0","1","5","4","29","3"
"Milan Đurić","BIH","FW","Monza","14.1","358","18","40","212","110","31","6","4","2","150","368","134","2","2","1","15","14","289","30"
"Milan Đurić","BIH","FW","Parma","3.0","104","2","9","43","53","17","2","2","0","40","88","27","0","1","0","2","2","83","6"
"Keyliane Abdallah","FRA","FW","Marseille","0.0","4","0","3","1","0","0","0","0","0","1","10","9","1","0","0","1","0","3","0"
"Yunis Abdelhamid","MAR","DF","Saint-Étienne","11.5","641","127","414","215","14","7","7","3","4","322","1732","837","4","1","0","8","3","393","3"
"Himad Abdelli","ALG","MF,FW","Angers","31.6","1993","38","293","1149","597","49","121","57","61","1183","7595","4388","107","90","17","55","51","1446","111"
"Mohamed Abdelmoneim","EGY","DF","Nice","9.5","635","70","260","331","46","3","4","1","2","342","1427","822","6","4","0","4","3","386","5"
"Ali Abdi","TUN","DF,MF","Nice","15.5","886","51","230","349","315","50","29","12","16","391","1880","1003","35","15","9","32","14","481","101"
"Matthis Abline","FRA","FW","Nantes","30.8","878","34","75","382","438","142","86","35","48","587","3670","1743","75","42","42","92","65","689","169"
"Abner","BRA","DF","Lyon","12.1","791","40","207","361","225","22","12","6","6","426","1926","1239","31","16","5","14","8","513","55"
"Zakaria Aboukhlal","MAR","MF,FW","Toulouse","21.1","613","6","59","196","363","113","53","16","35","375","1923","880","34","24","19","64","26","450","164"
"Akor Adams","NGA","FW","Montpellier","11.9","251","5","19","118","117","49","14","7","6","126","661","279","11","5","7","16","14","174","45"
"Martin Adeline","FRA","MF","Reims","0.3","14","2","8","4","2","1","0","0","0","6","35","9","1","0","1","0","0","9","1"
"Adryelson","BRA","DF","Lyon","0.0","5","1","2","3","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0"
"Emmanuel Agbadou","CIV","DF","Reims","14.0","1080","178","565","474","45","4","12","9","3","621","3413","1974","10","9","0","9","6","701","0"
"Jeremy Agbonifo","SWE","FW,MF","Lens","3.3","131","1","22","39","72","16","20","9","10","84","627","283","13","2","10","11","6","92","36"
"Ruben Aguilar","FRA","DF,MF","Lens","12.5","996","27","253","430","320","30","21","9","9","518","2371","1309","32","21","5","19","6","612","101"
"Naouirou Ahamada","FRA","MF,FW","Rennes","0.6","31","1","12","16","3","0","1","0","1","16","131","55","2","1","0","1","1","17","1"
"Jean-Eudes Aholou","CIV","MF","Angers","21.8","1032","45","259","615","167","34","28","12","12","495","2116","987","15","8","2","32","15","615","16"
"Ayman Aiki","FRA","FW,MF","Saint-Étienne","1.4","48","1","10","20","19","2","4","0","4","33","169","95","4","2","1","5","7","37","8"
