"player","nation","pos","team","played_90s","shot_create_action","sca_live","sca_dead","sca_take_on","sca_shot","sca_foul","sca_defense","goal_create_action","gca_live","gca_dead","gca_take_on","gca_shot","gca_foul","gca_defense"
"Florian Grillitsch","AUT","MF","Valladolid","6.9","22","19","0","1","0","2","0","1","1","0","0","0","0","0"
"Vicente Guaita","ESP","GK","Celta Vigo","34.0","3","1","2","0","0","0","0","1","1","0","0","0","0","0"
"Sergi Guardiola","ESP","FW","Rayo Vallecano","4.0","9","9","0","0","0","0","0","0","0","0","0","0","0","0"
"Nemanja Gudelj","SRB","MF,DF","Sevilla","27.7","34","19","11","1","0","1","2","2","0","2","0","0","0","0"
"Javier Guerra","ESP","MF","Valencia","28.7","74","56","5","5","4","3","1","6","4","0","0","2","0","0"
"Ander Guevara","ESP","MF","Alavés","21.6","41","39","1","1","0","0","0","5","5","0","0","0","0","0"
"Pape Gueye","SEN","MF","Villarreal","24.7","49","41","2","0","3","1","2","9","7","1","0","1","0","0"
"Hugo Guillamón","ESP","MF","Valencia","4.0","7","6","0","1","0","0","0","1","1","0","0","0","0","0"
"Carlos Guirao","ESP","MF","Betis","1.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Arda Güler","TUR","MF,FW","Real Madrid","13.9","79","52","13","8","4","1","1","11","4","3","1","2","1","0"
"Gerard Gumbau","ESP","MF","Rayo Vallecano","9.4","29","19","9","1","0","0","0","1","1","0","0","0","0","0"
"Jon Guridi","ESP","MF,FW","Alavés","23.1","48","35","3","3","4","1","2","8","5","0","2","1","0","0"
"Gorka Guruzeta","ESP","FW","Athletic Club","20.4","29","23","1","0","4","0","1","1","1","0","0","0","0","0"
"Miguel Gutiérrez","ESP","DF,MF","Girona","27.3","74","55","13","1","3","1","1","8","6","1","0","1","0","0"
"Munir El Haddadi","MAR","FW,MF","Leganés","9.6","21","13","0","1","2","5","0","2","1","0","0","1","0","0"
"Sébastien Haller","CIV","FW","Leganés","4.5","4","3","0","1","0","0","0","0","0","0","0","0","0","0"
"Henrique","BRA","DF","Valladolid","3.9","6","5","0","0","0","1","0","0","0","0","0","0","0","0"
"Javi Hernández","ESP","DF","Leganés","26.5","41","31","6","0","1","2","1","3","1","0","0","1","1","0"
"Aridane Hernández","ESP","DF","Rayo Vallecano","11.4","9","7","2","0","0","0","0","0","0","0","0","0","0","0"
"Jorge Herrando","ESP","DF","Osasuna","15.2","13","10","0","0","3","0","0","0","0","0","0","0","0","0"
"Ander Herrera","ESP","MF","Athletic Club","3.0","11","10","0","0","1","0","0","0","0","0","0","0","0","0"
"Sergio Herrera","ESP","GK","Osasuna","37.0","6","4","2","0","0","0","0","0","0","0","0","0","0","0"
"Yangel Herrera","VEN","MF","Girona","25.1","50","38","2","1","3","4","2","6","6","0","0","0","0","0"
"Juan Herzog","ESP","DF","Las Palmas","14.6","3","2","1","0","0","0","0","0","0","0","0","0","0","0"
"Omar El Hilali","MAR","DF","Espanyol","35.0","28","24","1","1","1","1","0","3","3","0","0","0","0","0"
"Roger Hinojo","ESP","DF","Espanyol","0.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dinko Horkaš","CRO","GK","Las Palmas","12.1","2","1","1","0","0","0","0","0","0","0","0","0","0","0"
"Pablo Ibáñez","ESP","MF","Osasuna","14.4","20","14","0","1","1","3","1","4","3","0","0","0","1","0"
"Stanis Idumbo","BEL","FW,MF","Sevilla","3.2","7","7","0","0","0","0","0","1","1","0","0","0","0","0"
"Iglesias","ESP","DF","Getafe","32.1","59","30","16","4","3","5","1","5","2","1","0","1","0","1"
"Borja Iglesias","ESP","FW","Celta Vigo","21.7","36","25","1","0","5","5","0","7","3","0","0","1","3","0"
"Kelechi Iheanacho","NGA","FW","Sevilla","4.4","12","8","0","1","3","0","0","0","0","0","0","0","0","0"
"Isco","ESP","MF","Betis","17.2","111","75","24","3","4","3","2","14","10","4","0","0","0","0"
"Diego Iturralde","ESP","FW","Sevilla","0.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ivan Jaime Pajuelo","ESP","MF","Valencia","3.3","12","9","1","1","0","1","0","0","0","0","0","0","0","0"
"Karl Jakob Hein","EST","GK","Valladolid","31.0","4","2","2","0","0","0","0","0","0","0","0","0","0","0"
"Adnan Januzaj","BEL","MF,FW","Las Palmas","6.6","37","20","9","0","3","5","0","5","2","0","0","2","1","0"
"Mikel Jauregizar","ESP","MF","Athletic Club","24.9","73","55","6","1","4","3","4","9","7","0","0","0","2","0"
"John Joe","IRL","MF,FW","Getafe","0.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jofre","ESP","MF,FW","Espanyol","24.1","56","38","0","6","5","7","0","5","4","0","0","0","1","0"
"Frenkie de Jong","NED","MF","Barcelona","12.7","43","39","0","2","1","0","1","11","9","0","2","0","0","0"
"Joan Jordán","ESP","MF","Alavés","15.7","55","32","20","0","1","2","0","3","2","1","0","0","0","0"
"Juanmi","ESP","FW,MF","Getafe","7.7","9","7","0","1","0","0","1","1","1","0","0","0","0","0"
"Juanmi","ESP","FW,MF","Betis","2.7","5","3","0","1","0","1","0","0","0","0","0","0","0","0"
"Juanpe","ESP","DF","Girona","8.1","3","2","0","0","1","0","0","0","0","0","0","0","0","0"
"Luiz Lúcio Reis Júnior","BRA","GK","Villarreal","16.2","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Vinicius Júnior","BRA","FW","Real Madrid","25.0","135","80","1","29","11","11","3","18","11","0","5","0","2","0"
"Stanko Jurić","CRO","MF","Valladolid","19.2","9","7","0","0","1","0","1","2","2","0","0","0","0","0"
"Willy Kambwala","FRA","DF","Villarreal","12.4","5","3","0","0","2","0","0","0","0","0","0","0","0","0"
"Abdoulaye Keita","ESP","FW,MF","Getafe","1.1","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Kenedy","BRA","MF,FW","Valladolid","0.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kiké","ESP","FW","Alavés","28.2","38","30","0","0","2","6","0","4","3","0","0","0","1","0"
"Koke","ESP","MF","Atlético Madrid","21.4","51","48","2","0","0","0","1","5","5","0","0","0","0","0"
"Jules Koundé","FRA","DF","Barcelona","28.9","59","55","0","2","2","0","0","7","6","0","0","1","0","0"
"Alex Král","CZE","MF","Espanyol","30.2","42","31","1","2","2","4","2","1","1","0","0","0","0","0"
"Ladislav Krejčí","CZE","DF","Girona","27.1","29","25","1","0","2","1","0","4","2","0","0","1","1","0"
"Takefusa Kubo","JPN","MF,FW","Real Sociedad","26.4","114","72","11","16","2","9","4","8","2","0","5","0","1","0"
"Marash Kumbulla","ALB","DF","Espanyol","33.0","16","11","0","1","3","1","0","2","1","0","1","0","0","0"
"Luca de la Torre","USA","MF","Celta Vigo","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Yoel Lago","ESP","DF","Celta Vigo","6.5","2","2","0","0","0","0","0","1","1","0","0","0","0","0"
"Cyle Larin","CAN","FW","Mallorca","19.6","21","13","0","0","4","4","0","3","1","0","0","1","1","0"
"Juanmi Latasa","ESP","FW","Valladolid","15.5","30","21","0","1","5","2","1","0","0","0","0","0","0","0"
"Toni Lato","ESP","DF","Mallorca","6.9","14","11","1","0","0","1","1","1","1","0","0","0","0","0"
"Robin Le Normand","ESP","DF","Atlético Madrid","23.9","7","4","0","0","3","0","0","1","0","0","0","1","0","0"
"Florian Lejeune","FRA","DF","Rayo Vallecano","36.9","37","27","1","1","8","0","0","4","3","0","0","1","0","0"
"Iñigo Lekue","ESP","DF","Athletic Club","8.6","16","11","3","0","1","0","1","1","0","0","0","1","0","0"
"Thomas Lemar","FRA","MF","Atlético Madrid","0.9","4","3","1","0","0","0","0","0","0","0","0","0","0","0"
"Clément Lenglet","FRA","DF","Atlético Madrid","21.9","17","16","0","1","0","0","0","2","2","0","0","0","0","0"
"Robert Lewandowski","POL","FW","Barcelona","29.6","50","33","0","4","8","5","0","3","2","0","0","1","0","0"
"Samuel Lino","BRA","MF,DF","Atlético Madrid","17.2","49","39","0","3","4","3","0","6","4","0","0","1","1","0"
"Javier Llabrés","ESP","FW","Mallorca","0.6","3","2","0","0","1","0","0","0","0","0","0","0","0","0"
"Diego Llorente","ESP","DF","Betis","28.0","15","12","0","0","1","1","1","2","1","0","0","0","0","1"
"Marcos Llorente","ESP","DF,MF","Atlético Madrid","27.9","56","50","2","1","2","1","0","12","11","0","0","0","1","0"
"Giovani Lo Celso","ARG","MF,FW","Betis","16.2","93","67","19","3","0","4","0","9","6","1","2","0","0","0"
"Enzo Loiodice","FRA","MF","Las Palmas","7.6","13","7","4","1","0","1","0","0","0","0","0","0","0","0"
"David López","ESP","DF","Mallorca","1.9","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"David López","ESP","DF","Girona","27.0","24","20","0","0","4","0","0","3","1","0","0","2","0","0"
"Diego López","ESP","MF,FW","Valencia","30.4","69","60","1","3","2","3","0","9","7","0","1","0","1","0"
"Fer López",NA,"FW,MF","Celta Vigo","7.5","30","23","0","3","2","1","1","3","2","0","0","1","0","0"
"Fermin López","ESP","MF,FW","Barcelona","13.9","57","39","5","6","4","1","2","7","7","0","0","0","0","0"
"Javi López","ESP","DF","Real Sociedad","21.5","20","16","1","1","0","2","0","2","1","0","0","0","1","0"
"Pau López","ESP","GK","Girona","0.5","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Roberto López","ESP","MF","Leganés","4.4","15","8","5","1","0","0","1","1","0","1","0","0","0","0"
"Unai López","ESP","MF","Rayo Vallecano","19.0","53","43","5","2","1","1","1","2","1","1","0","0","0","0"
"Iker Losada","ESP","FW,MF","Celta Vigo","4.0","8","8","0","0","0","0","0","0","0","0","0","0","0","0"
"Iker Losada","ESP","MF,FW","Betis","3.7","8","7","0","0","1","0","0","0","0","0","0","0","0","0"
"Pol Lozano","ESP","MF","Espanyol","21.6","40","32","6","0","0","0","2","2","2","0","0","0","0","0"
"José Luis Gayà","ESP","DF","Valencia","20.0","39","35","1","2","1","0","0","5","4","0","1","0","0","0"
"Dodi Lukebakio","BEL","FW","Sevilla","34.4","119","65","18","21","5","8","2","9","6","0","2","0","1","0"
"Daniel Luna","COL","MF","Mallorca","0.2","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Andriy Lunin","UKR","GK","Real Madrid","7.0","1","1","0","0","0","0","0","1","1","0","0","0","0","0"
"Darwin Machís","VEN","MF,FW","Valladolid","7.1","15","8","5","0","1","1","0","1","1","0","0","0","0","0"
"Pablo Maffeo","ESP","DF","Mallorca","26.3","60","39","9","5","1","5","1","4","3","1","0","0","0","0"
"Jon Magunazelaia","ESP","MF","Real Sociedad","0.1","1","1","0","0","0","0","0","1","1","0","0","0","0","0"
"Giorgi Mamardashvili","GEO","GK","Valencia","34.0","9","6","3","0","0","0","0","2","1","1","0","0","0","0"
"Reinildo Mandava","MOZ","DF","Atlético Madrid","10.5","7","6","0","0","0","0","1","1","0","0","0","0","0","1"
"Javier Manquillo","ESP","DF","Celta Vigo","5.7","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Marcão","BRA","DF","Sevilla","6.1","2","2","0","0","0","0","0","0","0","0","0","0","0","0"
"Óscar de Marcos","ESP","DF","Athletic Club","17.4","47","43","3","0","0","1","0","8","8","0","0","0","0","0"
"Alberto Marí","ESP","FW","Valencia","0.1","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"José María Giménez","URU","DF","Atlético Madrid","22.2","7","7","0","0","0","0","0","1","1","0","0","0","0","0"
"Arkaitz Mariezkurrena","ESP","FW,MF","Real Sociedad","2.7","7","4","0","2","1","0","0","1","1","0","0","0","0","0"
"Pablo Marín","ESP","MF","Real Sociedad","13.8","26","22","0","2","0","2","0","2","2","0","0","0","0","0"
"Mika Mármol","ESP","DF","Las Palmas","26.7","39","34","4","0","1","0","0","4","4","0","0","0","0","0"
"Mario Maroto","ESP","MF","Valladolid","0.7","2","2","0","0","0","0","0","1","1","0","0","0","0","0"
"Unai Marrero","ESP","GK","Real Sociedad","2.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Carlos Martín","ESP","FW,MF","Alavés","14.8","29","20","0","3","4","2","0","3","1","0","0","2","0","0"
"Diego Martín","ESP","FW","Las Palmas","0.4","2","0","0","0","0","1","1","0","0","0","0","0","0","0"
"Gerard Martín","ESP","DF","Barcelona","11.5","27","26","0","0","0","1","0","3","3","0","0","0","0","0"
"Iván Martín","ESP","MF","Girona","22.7","56","53","0","0","2","1","0","4","3","0","0","1","0","0"
"Jon Martin","ESP","DF","Real Sociedad","10.0","8","6","0","0","2","0","0","1","1","0","0","0","0","0"
"Mario Martín","ESP","MF","Valladolid","19.4","33","20","1","3","3","6","0","1","1","0","0","0","0","0"
"Arnau Martinez","ESP","DF,MF","Girona","29.2","56","45","3","3","2","2","1","6","6","0","0","0","0","0"
"Iñigo Martínez","ESP","DF","Barcelona","27.7","45","38","1","1","3","2","0","9","6","1","1","0","1","0"
"Javi Martínez","ESP","MF","Osasuna","0.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ramón Martínez","ESP","DF","Sevilla","2.9","6","6","0","0","0","0","0","0","0","0","0","0","0","0"
"Toni Martínez","ESP","FW","Alavés","11.2","27","16","0","5","2","2","2","1","0","0","0","1","0","0"
"Javi Martón","ESP","FW,MF","Athletic Club","0.6","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Marvin","ESP","DF,FW","Las Palmas","11.5","14","12","1","0","1","0","0","2","2","0","0","0","0","0"
"Omar Mascarell","EQG","MF","Mallorca","22.1","15","12","0","1","1","1","0","0","0","0","0","0","0","0"
"Jaime Mata","ESP","FW,MF","Las Palmas","7.3","16","11","0","1","3","1","0","1","1","0","0","0","0","0"
"Borja Mayoral","ESP","FW","Getafe","12.4","19","16","0","1","1","0","1","2","1","0","0","1","0","0"
"Kylian Mbappé","FRA","FW","Real Madrid","32.3","133","83","2","23","17","8","0","15","8","1","2","3","1","0"
"Oliver McBurnie","SCO","FW","Las Palmas","20.4","42","32","0","3","4","3","0","6","6","0","0","0","0","0"
"Scott McKenna","SCO","DF","Las Palmas","27.4","12","8","1","1","2","0","0","0","0","0","0","0","0","0"
"Mateo Mejía","ESP","FW","Sevilla","0.1","1","0","0","0","0","1","0","0","0","0","0","0","0","0"
"Arthur Melo","BRA","MF","Girona","10.5","15","13","0","0","1","0","1","1","0","0","0","1","0","0"
"Brais Méndez","ESP","MF","Real Sociedad","17.0","43","32","7","1","1","2","0","2","1","1","0","0","0","0"
"Ferland Mendy","FRA","DF","Real Madrid","11.2","5","4","0","0","0","0","1","1","1","0","0","0","0","0"
"Nobel Mendy","FRA","DF","Betis","1.2","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Víctor Meseguer","ESP","MF","Valladolid","4.6","8","5","0","0","2","1","0","1","1","0","0","0","0","0"
"Miguel","ESP","FW","Leganés","19.2","28","13","0","2","5","6","2","6","5","0","1","0","0","0"
"Éder Militão","BRA","DF","Real Madrid","10.4","12","9","0","0","2","0","1","1","1","0","0","0","0","0"
"Luis Milla","ESP","MF","Getafe","31.9","130","72","43","4","4","5","2","6","3","3","0","0","0","0"
"Pere Milla","ESP","MF,FW","Espanyol","5.1","13","11","1","0","1","0","0","1","1","0","0","0","0","0"
"Óscar Mingueza","ESP","MF,DF","Celta Vigo","30.3","97","77","9","2","4","3","2","14","10","1","2","0","1","0"
"Kim Minsu","KOR","MF,FW","Girona","0.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bojan Miovski","MKD","FW","Girona","9.7","10","4","0","1","2","2","1","4","2","0","0","1","1","0"
"Rafa Mir","ESP","FW,MF","Valencia","8.4","11","8","0","0","3","0","0","4","2","0","0","2","0","0"
"Luka Modrić","CRO","MF","Real Madrid","20.3","122","84","33","0","4","0","1","15","12","3","0","0","0","0"
"Johan Mojica","COL","DF","Mallorca","30.6","83","67","7","4","3","2","0","6","5","1","0","0","0","0"
"Alberto Moleiro","ESP","FW,MF","Las Palmas","30.2","106","76","0","17","7","5","1","6","3","0","1","1","1","0"
"Nahuel Molina","ARG","DF","Atlético Madrid","17.7","44","32","6","3","1","0","2","5","5","0","0","0","0","0"
"Jon Moncayola","ESP","MF","Osasuna","23.3","67","46","18","0","2","0","1","4","3","1","0","0","0","0"
"Gonzalo Montiel","ARG","DF,MF","Sevilla","1.3","2","2","0","0","0","0","0","0","0","0","0","0","0","0"
"Gerard Moreno","ESP","FW","Villarreal","8.0","39","31","0","2","3","2","1","4","2","0","0","1","1","0"
"Xavier Moreno","ESP","FW","Valladolid","0.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mateu Morey","ESP","DF","Mallorca","8.2","12","9","0","1","0","1","1","1","1","0","0","0","0","0"
"Ilaix Moriba","GUI","MF","Celta Vigo","23.7","55","40","0","2","5","4","4","5","3","0","0","1","1","0"
"Manu Morlanes","ESP","MF","Mallorca","14.9","35","32","1","0","2","0","0","0","0","0","0","0","0","0"
"Raúl Moro","ESP","MF,FW","Valladolid","26.0","94","57","13","19","1","3","1","9","6","0","2","0","1","0"
"Cristhian Mosquera","ESP","DF","Valencia","36.9","14","12","0","0","0","0","2","1","1","0","0","0","0","0"
"Santiago Mouriño","URU","DF","Alavés","20.5","11","8","1","0","0","2","0","2","1","0","0","0","1","0"
"Abdul Mumin","GHA","DF","Rayo Vallecano","22.4","11","10","0","0","0","1","0","3","3","0","0","0","0","0"
"Aihen Muñoz","ESP","DF","Real Sociedad","12.2","10","8","0","0","2","0","0","0","0","0","0","0","0","0"
"Álex Muñoz","ESP","DF","Las Palmas","15.7","15","12","1","0","0","2","0","0","0","0","0","0","0","0"
"Iker Muñoz","ESP","MF","Osasuna","6.8","15","10","0","1","2","2","0","2","1","0","0","1","0","0"
"Javier Muñoz","ESP","MF,DF","Las Palmas","28.8","58","44","4","5","0","3","2","8","7","1","0","0","0","0"
"Víctor Muñoz","ESP","FW,DF","Real Madrid","0.4","1","1","0","0","0","0","0","1","1","0","0","0","0","0"
"Vedat Muriqi","KVX","FW","Mallorca","22.9","45","30","0","2","8","4","1","6","5","0","0","0","1","0"
"Juan Musso","ARG","GK","Atlético Madrid","2.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Matija Nastasić","SRB","DF","Leganés","23.4","6","5","0","0","0","1","0","1","0","0","0","0","1","0"
"Natan","BRA","DF","Betis","24.2","11","9","0","0","0","1","1","0","0","0","0","0","0","0"
"Pau Navarro","ESP","DF","Villarreal","10.2","6","6","0","0","0","0","0","1","1","0","0","0","0","0"
"Roberto Navarro","ESP","MF,FW","Mallorca","14.2","44","36","1","4","1","2","0","2","2","0","0","0","0","0"
"Jesús Navas","ESP","FW,MF","Sevilla","4.7","15","13","2","0","0","0","0","0","0","0","0","0","0","0"
"Yvan Neyou","CMR","MF","Leganés","25.7","30","25","0","2","0","3","0","2","2","0","0","0","0","0"
"Tanguy Nianzou","FRA","DF","Sevilla","5.8","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Saúl Ñíguez","ESP","MF","Sevilla","17.3","50","38","0","0","8","1","3","8","7","0","0","1","0","0"
"Tamás Nikitscher","HUN","MF,DF","Valladolid","9.5","4","4","0","0","0","0","0","0","0","0","0","0","0","0"
"Adrian Niño","ESP","FW","Atlético Madrid","0.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hugo Novoa","ESP","DF,MF","Alavés","2.6","6","6","0","0","0","0","0","0","0","0","0","0","0","0"
"Randy Nteka","ANG","FW","Rayo Vallecano","12.5","21","12","1","1","4","3","0","0","0","0","0","0","0","0"
"Unai Núñez","ESP","DF","Athletic Club","7.2","2","2","0","0","0","0","0","0","0","0","0","0","0","0"
"Ørjan Nyland","NOR","GK","Sevilla","29.7","11","10","1","0","0","0","0","2","1","1","0","0","0","0"
"Allan Nyom","CMR","DF,MF","Getafe","9.9","11","7","0","0","1","2","1","3","2","0","0","1","0","0"
"Jan Oblak","SVN","GK","Atlético Madrid","36.0","6","4","2","0","0","0","0","1","1","0","0","0","0","0"
"Lucas Ocampos","ARG","FW","Sevilla","1.9","7","7","0","0","0","0","0","2","2","0","0","0","0","0"
"Álvaro Odriozola","ESP","DF","Real Sociedad","0.5","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Thiago Ojeda","ARG","MF","Villarreal","0.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aingeru Olabarrieta","ESP","FW","Athletic Club","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Olasagasti","ESP","MF","Real Sociedad","9.5","16","14","0","0","1","1","0","2","2","0","0","0","0","0"
"Brian Oliván","ESP","DF","Espanyol","11.3","24","16","8","0","0","0","0","1","0","1","0","0","0","0"
"Lucas Oliveira Rosa","BRA","DF","Valladolid","21.0","31","24","1","2","2","1","1","1","1","0","0","0","0","0"
"Dani Olmo","ESP","MF,FW","Barcelona","13.5","66","46","2","7","5","5","1","12","3","1","3","1","4","0"
"Aimar Oroz","ESP","MF","Osasuna","33.0","92","75","1","4","7","4","1","8","6","0","0","2","0","0"
"Ángel Ortíz","ESP","DF","Betis","3.9","6","5","0","0","0","1","0","2","2","0","0","0","0","0"
"Gabriel Osei Misehouy","NED","FW,MF","Girona","2.9","6","5","0","0","0","1","0","0","0","0","0","0","0","0"
"David Otorbi","ESP","MF","Valencia","0.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jesús Owono","EQG","GK","Alavés","5.4","1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"Mikel Oyarzabal","ESP","FW","Real Sociedad","25.0","38","27","0","1","4","6","0","5","3","0","0","0","2","0"
"Cenk Özkacar","TUR","DF","Valladolid","8.4","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Jon Pacheco","ESP","DF","Real Sociedad","9.5","4","3","1","0","0","0","0","0","0","0","0","0","0","0"
"Alex Padilla","ESP","GK","Athletic Club","3.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Isaac Palazón Camacho","ESP","MF,FW","Rayo Vallecano","24.0","110","63","25","6","7","9","0","5","2","3","0","0","0","0"
"Aitor Paredes","ESP","DF","Athletic Club","20.1","8","8","0","0","0","0","0","1","1","0","0","0","0","0"
"Daniel Parejo","ESP","MF","Villarreal","25.3","77","61","13","0","2","1","0","12","10","1","0","1","0","0"
"Iago Parente","ESP","DF","Valladolid","0.8","2","2","0","0","0","0","0","0","0","0","0","0","0","0"
"Álvaro Pascual","ESP","FW","Sevilla","4.5","6","4","0","0","2","0","0","1","1","0","0","0","0","0"
"Alfonso Pedraza","ESP","DF,MF","Villarreal","5.1","17","12","1","2","2","0","0","3","2","0","0","1","0","0"
"Pedri","ESP","MF","Barcelona","32.0","165","148","8","2","2","4","1","17","15","1","1","0","0","0"
"Adrià Pedrosa","ESP","DF","Sevilla","25.5","47","31","8","4","3","1","0","4","4","0","0","0","0","0"
"Pejiño","ESP","FW","Las Palmas","0.2","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Andy Pelmard","FRA","DF","Las Palmas","2.3","3","1","0","0","1","1","0","0","0","0","0","0","0","0"
"Iñaki Peña","ESP","GK","Barcelona","15.5","2","2","0","0","0","0","0","2","2","0","0","0","0","0"
"Rubén Peña","ESP","FW,DF","Osasuna","8.6","23","19","1","1","0","2","0","1","0","0","0","0","1","0"
"Nicolas Pépé","CIV","FW,MF","Villarreal","16.7","65","46","8","5","2","4","0","7","7","0","0","0","0","0"
"Peque","ESP","MF,FW","Sevilla","12.6","32","24","0","0","5","3","0","3","3","0","0","0","0","0"
"Ayoze Pérez","ESP","FW","Villarreal","21.9","72","50","0","9","7","4","2","5","2","0","2","1","0","0"
"Carles Pérez","ESP","MF,FW","Getafe","15.9","40","26","1","6","2","3","2","1","0","0","0","0","0","1"
"Francisco Perez","ESP","FW,MF","Valencia","6.3","16","16","0","0","0","0","0","1","1","0","0","0","0","0"
"Kike Pérez","ESP","MF","Valladolid","13.2","36","20","11","1","1","2","1","1","1","0","0","0","0","0"
"Luis Pérez","ESP","DF","Valladolid","28.4","53","46","6","0","0","0","1","2","2","0","0","0","0","0"
"Romain Perraud","FRA","DF","Betis","22.2","36","32","1","1","2","0","0","5","4","0","0","1","0","0"
"Valentín Pezzolesi","ESP","DF","Las Palmas","0.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Pica","ESP","DF","Alavés","5.5","3","3","0","0","0","0","0","0","0","0","0","0","0","0"
"Yeremi Pino","ESP","MF,FW","Villarreal","21.5","67","53","0","5","5","3","1","11","8","0","0","2","1","0"
"Portu","ESP","FW,MF","Girona","8.7","25","20","1","3","1","0","0","4","3","0","1","0","0","0"
"Beñat Prados","ESP","MF","Athletic Club","19.1","21","20","0","0","1","0","0","3","3","0","0","0","0","0"
"Abdón Prats","ESP","FW,MF","Mallorca","5.1","7","5","0","0","1","1","0","1","0","0","0","0","1","0"
"Javi Puado","ESP","FW,MF","Espanyol","33.0","55","44","0","2","5","4","0","7","6","0","0","0","1","0"
"Dani Raba","ESP","FW,MF","Leganés","20.9","107","47","22","19","3","11","5","14","8","1","3","0","1","1"
"Arnau Rafús","ESP","GK","Valladolid","1.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Antonio Raillo","ESP","DF","Mallorca","35.6","27","23","2","0","2","0","0","1","1","0","0","0","0","0"
"Benito Ramírez","ESP","DF,FW","Las Palmas","5.3","28","21","3","0","2","2","0","0","0","0","0","0","0","0"
"Sandro Ramírez","ESP","FW,MF","Las Palmas","22.6","59","31","18","0","2","8","0","6","3","1","0","0","2","0"
"Jacobo Ramón","ESP","DF","Real Madrid","2.3","4","3","0","0","1","0","0","0","0","0","0","0","0","0"
"Raphinha","BRA","FW,MF","Barcelona","31.5","163","101","31","8","12","10","1","22","11","2","4","2","2","1"
"Andrei Ratiu","ROU","DF","Rayo Vallecano","34.1","91","68","5","8","6","2","2","5","3","0","0","2","0","0"
"Raúl","ESP","FW,MF","Osasuna","8.3","16","5","0","4","3","4","0","2","0","0","2","0","0","0"
"Abderrahman Rebbach","ALG","FW,MF","Alavés","4.3","10","7","0","1","2","0","0","0","0","0","0","0","0","0"
"Álex Remiro","ESP","GK","Real Sociedad","36.0","6","4","2","0","0","0","0","0","0","0","0","0","0","0"
"Daniel Requena","ESP","MF","Villarreal","0.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Diego Rico","ESP","DF","Getafe","31.3","75","48","22","1","2","2","0","8","2","3","1","1","1","0"
"Luis Rioja","ESP","FW","Alavés","0.3","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Luis Rioja","ESP","MF,FW","Valencia","31.5","82","65","8","5","1","2","1","10","8","1","0","1","0","0"
"Rodrigo Riquelme","ESP","MF,DF","Atlético Madrid","5.7","29","27","1","1","0","0","0","1","1","0","0","0","0","0"
"Alberto Risco","ESP","MF,FW","Getafe","0.8","6","5","0","0","1","0","0","0","0","0","0","0","0","0"
"Mihailo Ristić","SRB","DF,MF","Celta Vigo","4.8","10","6","3","0","1","0","0","1","1","0","0","0","0","0"
"Gorka Rivera Alonso","ESP","DF,MF","Getafe","0.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Marc Roca","ESP","MF","Betis","10.1","24","19","1","2","1","0","1","1","1","0","0","0","0","0"
"Rodri","ESP","FW","Betis","1.3","11","7","2","0","1","0","1","0","0","0","0","0","0","0"
"Adrian Rodriguez","ESP","GK","Alavés","1.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Álvaro Rodríguez","URU","FW","Getafe","9.5","16","9","0","4","2","1","0","0","0","0","0","0","0","0"
