"player","nation","pos","team","played_90s","shot_create_action","sca_live","sca_dead","sca_take_on","sca_shot","sca_foul","sca_defense","goal_create_action","gca_live","gca_dead","gca_take_on","gca_shot","gca_foul","gca_defense"
"Lennard Maloney","USA","MF","Mainz 05","0.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Johan Manzambi","SUI","FW,MF","Freiburg","3.7","13","6","0","3","2","2","0","2","2","0","0","0","0","0"
"Omar Marmoush","EGY","FW","Eint Frankfurt","16.1","91","39","20","13","9","9","1","21","7","3","6","3","2","0"
"Giorgos Masouras","GRE","FW,MF","Bochum","11.7","29","21","0","2","5","1","0","5","2","0","0","3","0","0"
"Erhan Mašović","SRB","DF","Bochum","10.1","7","7","0","0","0","0","0","1","1","0","0","0","0","0"
"Igor Matanovic","CRO","FW","Eint Frankfurt","3.5","8","3","1","1","3","0","0","1","0","0","0","1","0","0"
"Chrislain Matsima","FRA","DF","Augsburg","28.3","17","17","0","0","0","0","0","1","1","0","0","0","0","0"
"Jean Mattéo Bahoya","FRA","MF,FW","Eint Frankfurt","10.2","41","33","3","1","1","2","1","6","3","0","1","0","2","0"
"Maurides","BRA","FW","St. Pauli","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Keke Maximilian Topp","GER","FW,MF","Werder Bremen","2.8","11","11","0","0","0","0","0","2","2","0","0","0","0","0"
"Jakov Medić","CRO","DF","Bochum","17.8","10","9","0","0","1","0","0","1","1","0","0","0","0","0"
"Connor Metcalfe","AUS","MF,FW","St. Pauli","4.0","6","2","2","0","0","2","0","0","0","0","0","0","0","0"
"Karol Mets","EST","DF","St. Pauli","10.0","9","8","0","0","1","0","0","0","0","0","0","0","0","0"
"Alexander Meyer","GER","GK","Dortmund","2.0","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Florian Micheler","AUT","MF","Hoffenheim","0.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Enzo Millot","FRA","MF,FW","Stuttgart","20.5","66","49","2","5","7","3","0","10","8","0","1","1","0","0"
"Kim Min-jae","KOR","DF","Bayern Munich","25.4","26","24","0","0","0","1","1","2","2","0","0","0","0","0"
"Maximilian Mittelstädt","GER","DF","Stuttgart","27.4","98","87","8","2","0","0","1","15","14","1","0","0","0","0"
"Koji Miyoshi","JPN","FW,MF","Bochum","5.2","9","7","0","1","1","0","0","0","0","0","0","0","0","0"
"Max Moerstedt","GER","FW","Hoffenheim","5.0","16","11","0","1","1","3","0","0","0","0","0","0","0","0"
"David Mokwa","FRA","DF,FW","Hoffenheim","0.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Steve Mounié","BEN","FW,MF","Augsburg","3.9","7","2","0","1","4","0","0","0","0","0","0","0","0","0"
"Nordi Mukiele","FRA","DF","Leverkusen","10.0","15","11","0","2","1","0","1","1","0","0","0","1","0","0"
"Florian Müller","GER","GK","Freiburg","8.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kevin Müller","GER","GK","Heidenheim","32.7","4","2","2","0","0","0","0","1","0","1","0","0","0","0"
"Marius Müller","GER","GK","Wolfsburg","5.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Thomas Müller","GER","MF,FW","Bayern Munich","13.6","73","62","2","3","6","0","0","9","7","0","1","1","0","0"
"Jamal Musiala","GER","MF","Bayern Munich","20.0","111","70","1","22","7","9","2","9","4","0","2","1","1","1"
"Florent Muslija","KVX","FW,MF","Freiburg","1.9","7","6","1","0","0","0","0","1","1","0","0","0","0","0"
"Phillipp Mwene","AUT","DF","Mainz 05","29.0","63","51","8","0","1","2","1","10","8","1","0","0","1","0"
"Joakim Mæhle","DEN","DF","Wolfsburg","24.3","41","34","2","3","1","1","0","8","6","0","1","0","1","0"
"Nathan N'Goumou","CMR","FW","Gladbach","9.2","22","16","0","2","3","1","0","5","4","0","0","1","0","0"
"Stanley N'Soki","FRA","DF","Hoffenheim","14.5","19","17","1","0","1","0","0","1","1","0","0","0","0","0"
"Nikolas Nartey","DEN","MF","Stuttgart","0.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Paul Nebel","GER","MF","Mainz 05","26.1","84","57","5","7","4","9","2","6","5","0","0","0","1","0"
"Kosta Nedeljković","SRB","DF","RB Leipzig","5.3","6","6","0","0","0","0","0","0","0","0","0","0","0","0"
"Ivan Nekić","CRO","DF","Holstein Kiel","0.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"David Nemeth","AUT","DF","St. Pauli","23.7","8","7","1","0","0","0","0","2","1","1","0","0","0","0"
"Luca Netz","GER","DF","Gladbach","10.8","27","25","1","0","0","0","1","4","4","0","0","0","0","0"
"Manuel Neuer","GER","GK","Bayern Munich","22.0","3","3","0","0","0","0","0","0","0","0","0","0","0","0"
"Florian Neuhaus","GER","MF","Gladbach","4.2","17","14","0","2","1","0","0","1","1","0","0","0","0","0"
"Moritz Nicolas","GER","GK","Gladbach","18.2","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Julian Niehues","GER","MF","Heidenheim","1.7","4","4","0","0","0","0","0","0","0","0","0","0","0","0"
"Justin Njinmah","GER","FW,MF","Werder Bremen","10.6","39","27","0","5","2","5","0","4","3","0","0","0","1","0"
"Niels Nkounkou","FRA","DF,MF","Eint Frankfurt","4.2","16","11","3","1","0","0","1","1","0","1","0","0","0","0"
"Felix Nmecha","GER","MF","Dortmund","16.8","32","25","0","3","2","2","0","6","3","0","1","1","1","0"
"Lukas Nmecha","GER","FW,MF","Wolfsburg","5.2","8","5","0","1","1","1","0","1","0","0","0","1","0","0"
"Arnaud Nordin","FRA","DF,MF","Mainz 05","0.9","4","3","1","0","0","0","0","0","0","0","0","0","0","0"
"Alexander Nübel","GER","GK","Stuttgart","34.0","10","8","2","0","0","0","0","3","3","0","0","0","0","0"
"Antonio Nusa","NOR","MF,DF","RB Leipzig","17.3","41","29","0","8","0","4","0","5","4","0","0","0","1","0"
"David Odogu","GER","DF","Wolfsburg","2.2","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Tim Oermann","GER","DF","Bochum","24.6","20","18","1","0","0","0","1","3","3","0","0","0","0","0"
"Ifechukwu Ogbus","SUI","DF","Freiburg","0.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Finn Ole Becker","GER","MF","Hoffenheim","7.4","20","17","0","2","0","1","0","3","3","0","0","0","0","0"
"Michael Olise","FRA","FW,MF","Bayern Munich","25.9","169","121","17","15","7","9","0","25","13","3","2","3","4","0"
"Jonas Omlin","SUI","GK","Gladbach","10.9","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Karim Onisiwo","AUT","MF,FW","Mainz 05","1.2","2","1","0","0","0","1","0","1","0","0","0","0","1","0"
"Frank Onyeka","NGA","MF","Augsburg","28.7","50","41","2","1","1","5","0","4","1","1","1","1","0","0"
"Loïs Openda","BEL","FW,MF","RB Leipzig","27.3","66","41","0","4","10","11","0","10","5","0","0","2","3","0"
"Gift Orban","NGA","FW","Hoffenheim","7.6","12","9","0","2","0","1","0","2","1","0","1","0","0","0"
"Willi Orban","HUN","DF","RB Leipzig","24.7","21","18","0","0","1","0","2","3","3","0","0","0","0","0"
"Ivan Ordets","UKR","DF","Bochum","20.7","18","15","0","0","1","2","0","1","1","0","0","0","0","0"
"Patrick Osterhage","GER","MF","Freiburg","25.2","41","30","0","1","4","4","2","4","2","0","0","2","0","0"
"Assan Ouedraogo","GER","MF","RB Leipzig","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Salih Özcan","TUR","MF","Wolfsburg","3.9","11","7","2","1","1","0","0","0","0","0","0","0","0","0"
"Salih Özcan","TUR","MF","Dortmund","4.3","10","9","0","0","1","0","0","0","0","0","0","0","0","0"
"Exequiel Palacios","ARG","MF","Leverkusen","12.8","47","41","0","2","1","0","3","9","8","0","0","1","0","0"
"João Palhinha","POR","MF","Bayern Munich","7.5","13","11","0","0","2","0","0","1","0","0","0","1","0","0"
"Mats Pannewig","GER","MF","Bochum","3.0","11","9","0","0","2","0","0","0","0","0","0","0","0","0"
"Kevin Paredes","USA","DF","Wolfsburg","1.4","6","4","0","0","0","2","0","1","1","0","0","0","0","0"
"Felix Passlack","GER","DF,MF","Bochum","25.9","48","38","5","0","3","2","0","7","6","1","0","0","0","0"
"Aleksandar Pavlovic","GER","MF","Bayern Munich","16.1","30","29","0","0","1","0","0","3","3","0","0","0","0","0"
"Mads Pedersen","DEN","DF","Augsburg","2.6","4","1","2","0","1","0","0","0","0","0","0","0","0","0"
"Jordan Pefok","USA","FW","Union Berlin","10.1","26","17","1","1","5","2","0","0","0","0","0","0","0","0"
"Daniel Peretz","ISR","GK","Bayern Munich","3.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Noah Pesch","CRO","FW","Gladbach","0.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Luca Philipp","GER","GK","Hoffenheim","6.0","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Maximilian Philipp","GER","MF,FW","Freiburg","0.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Benedikt Pichler","AUT","FW","Holstein Kiel","8.7","30","20","1","2","5","2","0","3","2","0","1","0","0","0"
"Amos Pieper","GER","DF","Werder Bremen","16.6","5","5","0","0","0","0","0","0","0","0","0","0","0","0"
"Marvin Pieringer","GER","FW,MF","Heidenheim","24.5","69","48","1","5","7","7","1","7","3","0","0","1","2","1"
"Alassane Pléa","FRA","MF,FW","Gladbach","21.1","72","58","2","5","1","5","1","14","10","1","2","0","1","0"
"Finn Porath","GER","DF,MF","Holstein Kiel","21.9","61","42","6","4","6","3","0","11","6","0","0","5","0","0"
"Yussuf Poulsen","DEN","FW,MF","RB Leipzig","4.2","15","12","0","0","1","2","0","2","1","0","0","1","0","0"
"Alexander Prass","AUT","DF","Hoffenheim","17.4","35","29","1","4","0","1","0","5","3","1","0","0","1","0"
"David Preu","GER","MF,DF","Union Berlin","1.3","4","1","1","2","0","0","0","0","0","0","0","0","0","0"
"Grischa Prömel","GER","MF","Hoffenheim","1.9","2","1","1","0","0","0","0","1","1","0","0","0","0","0"
"Ivan Prtajin","CRO","FW","Union Berlin","1.8","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Tymoteusz Puchacz","POL","DF","Holstein Kiel","4.4","14","9","5","0","0","0","0","1","1","0","0","0","0","0"
"Leopold Querfeld","AUT","DF","Union Berlin","19.4","26","24","0","0","1","1","0","2","2","0","0","0","0","0"
"Grant Ranos","ARM","FW","Gladbach","0.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"David Raum","GER","DF","RB Leipzig","19.8","73","42","26","2","1","0","2","7","3","3","0","1","0","0"
"Rocco Reitz","GER","MF","Gladbach","20.3","45","35","0","2","1","2","5","5","4","0","1","0","0","0"
"Nicolai Remberg","GER","MF","Holstein Kiel","26.9","30","24","0","0","3","3","0","3","3","0","0","0","0","0"
"Elvis Rexhbeçaj","KVX","MF","Augsburg","19.8","56","35","11","0","7","3","0","5","5","0","0","0","0","0"
"Gio Reyna","USA","MF","Dortmund","3.9","6","5","0","1","0","0","0","0","0","0","0","0","0","0"
"Fabian Rieder","SUI","MF,FW","Stuttgart","9.6","35","22","4","2","4","3","0","5","2","1","1","0","1","0"
"Lasse Rieß","GER","GK","Mainz 05","2.0","3","3","0","0","0","0","0","1","1","0","0","0","0","0"
"Lars Ritzka","GER","DF,MF","St. Pauli","10.2","12","11","0","0","0","1","0","0","0","0","0","0","0","0"
"Mads Roerslev","DEN","DF","Wolfsburg","3.3","6","5","0","0","0","1","0","2","2","0","0","0","0","0"
"Merlin Röhl","GER","MF,FW","Freiburg","10.7","25","19","0","1","2","2","1","3","1","0","0","1","1","0"
"Lasse Rosenboom","GER","DF","Holstein Kiel","19.3","25","22","0","0","2","1","0","3","3","0","0","0","0","0"
"Max Rosenfelder","GER","DF","Freiburg","13.9","15","10","0","3","0","1","1","1","1","0","0","0","0","0"
"Tom Rothe","GER","DF,MF","Union Berlin","18.6","35","24","5","0","3","3","0","7","4","1","0","1","1","0"
"Anthony Rouault","FRA","DF","Stuttgart","13.5","11","9","0","0","0","1","1","0","0","0","0","0","0","0"
"Jérôme Roussillon","FRA","DF,MF","Union Berlin","1.5","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Julian Ryerson","NOR","DF","Dortmund","25.1","56","44","8","4","0","0","0","5","4","0","1","0","0","0"
"Frederik Rønnow","DEN","GK","Union Berlin","28.0","6","4","2","0","0","0","0","0","0","0","0","0","0","0"
"Elias Saad","TUN","FW,MF","St. Pauli","10.0","35","20","1","4","4","5","1","4","1","0","2","1","0","0"
"Marcel Sabitzer","AUT","MF","Dortmund","18.0","42","26","3","1","6","1","5","6","2","0","0","0","1","3"
"Faik Sakar","GER","MF","RB Leipzig","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Manolis Saliakas","GRE","MF,DF","St. Pauli","25.7","59","43","10","1","2","3","0","5","4","0","0","0","1","0"
"Roland Sallai","HUN","FW,MF","Freiburg","0.5","3","2","1","0","0","0","0","0","0","0","0","0","0","0"
"Diadie Samassékou","MLI","MF","Hoffenheim","3.2","4","3","0","0","0","1","0","0","0","0","0","0","0","0"
"Philipp Sander","GER","MF","Gladbach","15.6","28","20","4","1","3","0","0","1","1","0","0","0","0","0"
"James Sands","USA","MF,DF","St. Pauli","5.0","7","7","0","0","0","0","0","0","0","0","0","0","0","0"
"Leroy Sané","GER","FW","Bayern Munich","18.2","76","55","1","8","5","5","2","9","7","0","1","0","0","1"
"Kaishu Sano","JPN","MF","Mainz 05","33.8","62","50","0","3","2","4","3","5","4","0","0","0","0","1"
"Kauã Santos","BRA","GK","Eint Frankfurt","8.5","3","2","1","0","0","0","0","0","0","0","0","0","0","0"
"Joe Scally","USA","DF","Gladbach","28.6","28","21","2","1","2","1","1","2","2","0","0","0","0","0"
"András Schäfer","HUN","MF","Union Berlin","17.0","29","21","0","1","1","5","1","3","2","0","1","0","0","0"
"Patrik Schick","CZE","FW","Leverkusen","18.7","34","22","0","4","3","5","0","3","1","0","0","1","1","0"
"Stefan Schimmer","GER","FW,MF","Heidenheim","2.7","4","3","0","0","0","1","0","0","0","0","0","0","0","0"
"Xaver Schlager","AUT","MF","RB Leipzig","2.0","2","2","0","0","0","0","0","0","0","0","0","0","0","0"
"Keven Schlotterbeck","GER","DF","Augsburg","14.4","24","20","0","1","2","0","1","2","2","0","0","0","0","0"
"Nico Schlotterbeck","GER","DF","Dortmund","22.0","50","41","4","1","2","1","1","6","4","2","0","0","0","0"
"Romano Schmid","AUT","MF","Werder Bremen","31.5","151","111","16","5","11","7","1","13","10","1","0","1","1","0"
"Jan Schöppner","GER","MF","Heidenheim","29.8","56","44","1","3","6","1","1","4","3","0","0","1","0","0"
"Marvin Schulz","GER","MF,DF","Holstein Kiel","3.4","8","5","3","0","0","0","0","0","0","0","0","0","0","0"
"Alexander Schwolow","GER","GK","Union Berlin","6.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Léo Scienza","BRA","FW,MF","Heidenheim","12.8","82","31","20","10","3","18","0","7","3","2","0","0","2","0"
"Nicolas Seiwald","AUT","MF,DF","RB Leipzig","23.2","49","39","10","0","0","0","0","3","3","0","0","0","0","0"
"Benjamin Šeško","SVN","FW,MF","RB Leipzig","26.4","51","31","0","11","7","2","0","9","4","0","2","2","1","0"
"Armindo Sieb","GER","FW,MF","Mainz 05","8.5","17","10","0","2","4","1","0","4","3","0","0","1","0","0"
"Tim Siersleben","GER","DF","Heidenheim","13.1","15","14","1","0","0","0","0","0","0","0","0","0","0","0"
"Kiliann Sildillia","FRA","DF","Freiburg","8.9","16","9","6","0","1","0","0","1","1","0","0","0","0","0"
"André Silva","POR","FW","Werder Bremen","4.2","15","11","0","1","2","1","0","1","1","0","0","0","0","0"
"André Silva","POR","FW,MF","RB Leipzig","1.5","7","5","0","0","1","1","0","2","2","0","0","0","0","0"
"Mohamed Simakan","FRA","DF","RB Leipzig","0.6","3","3","0","0","0","0","0","0","0","0","0","0","0","0"
"Xavi Simons","NED","MF","RB Leipzig","23.9","108","77","13","3","3","11","1","12","8","1","1","2","0","0"
"Danel Sinani","LUX","FW,MF","St. Pauli","13.9","60","32","18","1","5","3","1","4","3","0","0","1","0","0"
"Tobias Sippel","GER","GK","Gladbach","0.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ibrahima Sissoko","MLI","MF","Bochum","29.0","65","53","0","3","1","4","4","3","2","0","0","0","1","0"
"Tim Skarke","GER","FW,MF","Union Berlin","12.9","34","26","0","2","3","3","0","4","3","0","0","1","0","0"
"Ellyes Skhiri","TUN","MF","Eint Frankfurt","24.8","49","42","0","0","2","1","4","5","3","0","0","1","0","1"
"Leo Skiri Østigård","NOR","DF","Hoffenheim","10.3","9","9","0","0","0","0","0","0","0","0","0","0","0","0"
"Andreas Skov Olsen","DEN","FW,MF","Wolfsburg","5.9","32","24","4","1","2","1","0","1","0","1","0","0","0","0"
"Robert Skov","DEN","DF,MF","Union Berlin","9.5","37","20","13","1","2","1","0","5","4","0","1","0","0","0"
"Steven Skrzybski","GER","MF,FW","Holstein Kiel","14.7","51","34","2","2","8","4","1","5","4","1","0","0","0","0"
"Eric Smith","SWE","DF,MF","St. Pauli","31.4","66","33","27","0","4","1","1","2","2","0","0","0","0","0"
"Anton Stach","GER","MF,DF","Hoffenheim","28.7","63","50","1","4","4","3","1","5","5","0","0","0","0","0"
"Jens Stage","DEN","MF","Werder Bremen","24.5","63","52","0","1","3","4","3","15","12","0","1","0","1","1"
"Josip Stanišić","CRO","DF","Bayern Munich","9.7","23","22","0","1","0","0","0","4","3","0","1","0","0","0"
"Niklas Stark","GER","DF","Werder Bremen","23.4","11","9","1","0","0","1","0","2","2","0","0","0","0","0"
"Pascal Stenzel","GER","DF","Stuttgart","3.2","13","5","5","0","3","0","0","0","0","0","0","0","0","0"
"Leonidas Stergiou","SUI","DF","Stuttgart","9.5","12","9","1","2","0","0","0","6","4","0","2","0","0","0"
"Finley Stevens","WAL","DF","St. Pauli","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Angelo Stiller","GER","MF","Stuttgart","30.5","111","88","17","2","0","3","1","10","8","2","0","0","0","0"
"Kevin Stöger","AUT","MF","Gladbach","17.2","106","60","30","5","2","9","0","8","7","1","0","0","0","0"
"Niklas Süle","GER","DF","Dortmund","11.7","15","14","0","0","0","1","0","1","1","0","0","0","0","0"
"Mattias Svanberg","SWE","MF","Wolfsburg","13.5","29","13","9","1","1","4","1","5","1","0","1","0","2","1"
"Daniel Svensson","SWE","DF,FW","Dortmund","8.7","20","16","4","0","0","0","0","3","3","0","0","0","0","0"
"Haris Tabakovic","BIH","FW","Hoffenheim","9.1","16","12","0","0","4","0","0","3","2","0","0","1","0","0"
"Jonathan Tah","GER","DF","Leverkusen","33.0","30","25","0","2","2","1","0","5","4","0","0","1","0","0"
"Edmond Tapsoba","BFA","DF","Leverkusen","27.9","34","29","1","1","2","1","0","6","6","0","0","0","0","0"
"Mathys Tel","FRA","FW,MF","Bayern Munich","2.8","4","3","1","0","0","0","0","2","2","0","0","0","0","0"
"Nathan Tella","NGA","MF,FW","Leverkusen","15.1","32","23","0","3","4","2","0","7","6","0","1","0","0","0"
"Martin Terrier","FRA","MF,FW","Leverkusen","6.5","21","16","1","0","2","2","0","3","3","0","0","0","0","0"
"Arthur Theate","BEL","DF","Eint Frankfurt","30.0","47","35","1","0","6","3","2","7","6","0","0","1","0","0"
"Norman Theuerkauf","GER","MF","Heidenheim","0.2","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Denis Thomalla","GER","MF","Heidenheim","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Phillip Tietz","GER","FW","Augsburg","18.7","48","35","1","3","7","2","0","5","2","0","1","2","0","0"
"Umut Tohumcu","GER","MF,FW","Hoffenheim","4.2","6","2","2","0","1","1","0","1","1","0","0","0","0","0"
"John Tolkin","USA","DF,MF","Holstein Kiel","8.2","20","11","8","0","0","1","0","2","0","2","0","0","0","0"
"Tiago Tomás","POR","FW,MF","Wolfsburg","20.9","55","33","0","7","8","6","1","8","4","0","1","2","1","0"
"Bazoumana Touré","CIV","FW,MF","Hoffenheim","6.8","25","17","0","3","3","1","1","4","3","0","0","0","0","1"
"Lucas Tousart","FRA","MF","Union Berlin","6.2","12","8","0","0","2","1","1","2","1","0","0","1","0","0"
"Omar Traoré","GER","DF","Heidenheim","29.1","54","42","3","4","2","3","0","2","2","0","0","0","0","0"
"Kevin Trapp","GER","GK","Eint Frankfurt","25.5","1","1","0","0","0","0","0","1","1","0","0","0","0","0"
"Philipp Treu","GER","MF,DF","St. Pauli","32.0","69","50","5","5","4","4","1","5","3","1","1","0","0","0"
"Christopher Trimmel","AUT","DF,MF","Union Berlin","19.3","57","30","25","0","1","1","0","6","3","3","0","0","0","0"
"Tuta","BRA","DF,MF","Eint Frankfurt","25.3","26","23","1","0","2","0","0","1","1","0","0","0","0","0"
"Lukas Ullrich","GER","DF","Gladbach","21.1","28","24","1","1","1","1","0","5","5","0","0","0","0","0"
"Sven Ulreich","GER","GK","Bayern Munich","1.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Deniz Undav","GER","FW,MF","Stuttgart","19.2","58","44","0","0","11","0","3","8","4","0","0","3","0","1"
"Dayot Upamecano","FRA","DF","Bayern Munich","19.5","20","20","0","0","0","0","0","0","0","0","0","0","0","0"
"Jonas Urbig","GER","GK","Bayern Munich","8.0","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
