"player","nation","pos","team","played_90s","goals","shots","shots_ot","on_target_pct","shots_p90","shots_ot_p90","goals_per_shot","goals_per_sot","avg_shot_dist","free_kick_shots","pens","pens_taken"
"Giuseppe Pezzella","ITA","DF,FW","Empoli","32.0","0","15","3","20.0","0.47","0.09","0.00","0.00","20.6","0","0","0"
"Roberto Piccoli","ITA","FW","Cagliari","34.7","10","97","28","28.9","2.79","0.81","0.09","0.32","13.1","1","1","1"
"Nicholas Pierini","ITA","MF","Venezia","0.9","0","1","0","0.0","1.08","0.00","0.00","","32.9","1","0","0"
"Santiago Pierotti","ARG","FW","Lecce","21.5","4","32","7","21.9","1.49","0.33","0.13","0.57","15.1","0","0","0"
"Balthazar Pierret","FRA","MF","Lecce","19.1","0","6","0","0.0","0.31","0.00","0.00","","23.8","0","0","0"
"Andrea Pinamonti","ITA","FW","Genoa","31.7","10","78","29","37.2","2.46","0.92","0.13","0.34","16.1","2","0","1"
"Nicola Pintus","ITA","DF","Cagliari","0.0","0","0","0","","0.00","0.00","","","","0","0","0"
"Niccolò Pisilli","ITA","MF","Roma","13.6","2","27","7","25.9","1.98","0.51","0.07","0.29","18.1","0","0","0"
"Damián Pizarro","CHI","FW,MF","Udinese","0.2","0","0","0","","0.00","0.00","","","","0","0","0"
"Semuel Pizzignacco","ITA","GK","Monza","8.2","0","0","0","","0.00","0.00","","","","0","0","0"
"Tommaso Pobega","ITA","MF","Bologna","13.1","2","24","8","33.3","1.83","0.61","0.08","0.25","18.8","0","0","0"
"Joel Pohjanpalo","FIN","FW","Venezia","17.8","6","34","13","38.2","1.91","0.73","0.09","0.23","16.9","0","3","4"
"Matteo Politano","ITA","FW,MF","Napoli","31.2","3","56","14","25.0","1.80","0.45","0.05","0.21","19.5","1","0","0"
"Marin Pongračić","CRO","DF","Fiorentina","14.4","0","2","1","50.0","0.14","0.07","0.00","0.00","17.7","0","0","0"
"Stefan Posch","AUT","DF","Bologna","7.9","0","2","0","0.0","0.25","0.00","0.00","","20.5","0","0","0"
"Stefan Posch","AUT","DF","Atalanta","4.3","0","3","2","66.7","0.70","0.47","0.00","0.00","11.2","0","0","0"
"Matteo Prati","ITA","MF","Cagliari","6.3","0","4","0","0.0","0.63","0.00","0.00","","27.9","0","0","0"
"Ivan Provedel","ITA","GK","Lazio","29.0","0","0","0","","0.00","0.00","","","","0","0","0"
"Diego Pugno","ITA","FW","Juventus","0.1","0","0","0","","0.00","0.00","","","","0","0","0"
"Christian Pulisic","USA","FW,MF","Milan","27.5","11","53","20","37.7","1.92","0.73","0.15","0.40","16.7","1","3","4"
"Ionuț Radu","ROU","GK","Venezia","15.0","0","0","0","","0.00","0.00","","","","0","0","0"
"Hamza Rafia","TUN","MF","Lecce","11.8","0","10","2","20.0","0.85","0.17","0.00","0.00","23.3","1","0","0"
"Antonio Raimondo","ITA","FW,DF","Venezia","1.0","0","1","1","100.0","0.96","0.96","0.00","0.00","4.4","0","0","0"
"Ylber Ramadani","ALB","MF","Lecce","20.1","1","17","6","35.3","0.85","0.30","0.06","0.17","25.7","0","0","0"
"Luca Ranieri","ITA","DF","Fiorentina","33.1","0","10","4","40.0","0.30","0.12","0.00","0.00","16.2","0","0","0"
"Giacomo Raspadori","ITA","FW,MF","Napoli","12.3","6","42","14","33.3","3.43","1.14","0.14","0.43","16.0","2","0","0"
"Federico Ravaglia","ITA","GK","Bologna","11.7","0","0","0","","0.00","0.00","","","","0","0","0"
"Ante Rebić","CRO","FW,MF","Lecce","8.8","1","13","5","38.5","1.48","0.57","0.08","0.20","16.7","0","0","0"
"Tijjani Reijnders","NED","MF","Milan","34.8","10","77","28","36.4","2.22","0.81","0.13","0.36","20.0","2","0","0"
"Pepe Reina","ESP","GK","Como","11.5","0","0","0","","0.00","0.00","","","","0","0","0"
"Devyne Rensch","NED","DF","Roma","5.2","0","3","2","66.7","0.58","0.38","0.00","0.00","13.6","0","0","0"
"Mateo Retegui","ITA","FW","Atalanta","26.5","25","99","32","32.3","3.74","1.21","0.21","0.66","12.8","2","4","5"
"Samuele Ricci","ITA","MF","Torino","31.4","1","22","7","31.8","0.70","0.22","0.05","0.14","25.3","0","0","0"
"Amir Richardson","MAR","MF","Fiorentina","11.4","1","11","5","45.5","0.97","0.44","0.09","0.20","20.6","0","0","0"
"Sergi Roberto","ESP","MF","Como","7.7","0","6","1","16.7","0.78","0.13","0.00","0.00","23.5","0","0","0"
"Alessio Romagnoli","ITA","DF","Lazio","29.7","2","20","7","35.0","0.67","0.24","0.10","0.29","9.8","0","0","0"
"Marten de Roon","NED","MF,DF","Atalanta","34.0","4","14","4","28.6","0.41","0.12","0.29","1.00","22.7","0","0","0"
"Jonas Rouhi","SWE","DF","Juventus","2.3","0","0","0","","0.00","0.00","","","","0","0","0"
"Nicolò Rovella","ITA","MF","Lazio","30.2","0","28","8","28.6","0.93","0.26","0.00","0.00","23.4","2","0","0"
"Amir Rrahmani","KVX","DF","Napoli","37.8","1","28","3","10.7","0.74","0.08","0.04","0.33","9.2","0","0","0"
"Tommaso Rubino","ITA","MF","Fiorentina","0.1","0","0","0","","0.00","0.00","","","","0","0","0"
"Matteo Ruggeri","ITA","DF","Atalanta","19.5","0","3","2","66.7","0.15","0.10","0.00","0.00","20.4","0","0","0"
"Stefano Sabelli","ITA","DF","Genoa","22.9","0","6","1","16.7","0.26","0.04","0.00","0.00","22.5","0","0","0"
"Alexis Saelemaekers","BEL","DF,FW","Roma","15.4","7","25","12","48.0","1.62","0.78","0.28","0.58","16.7","0","0","0"
"Alexis Saelemaekers","BEL","DF,FW","Milan","1.0","0","0","0","","0.00","0.00","","","","0","0","0"
"Richie Sagrado","BEL","DF","Venezia","1.6","0","1","0","0.0","0.64","0.00","0.00","","23.2","0","0","0"
"Marco Sala","ITA","DF","Como","2.9","0","0","0","","0.00","0.00","","","","0","0","0"
"Marco Sala","ITA","DF","Lecce","0.8","0","0","0","","0.00","0.00","","","","0","0","0"
"Anass Salah-Eddine","NED","DF","Roma","1.7","0","2","1","50.0","1.18","0.59","0.00","0.00","13.0","0","0","0"
"Lazar Samardzic","SRB","MF","Atalanta","13.0","2","33","12","36.4","2.54","0.92","0.06","0.17","19.6","3","0","0"
"Junior Sambia","FRA","DF,FW","Empoli","4.3","0","10","1","10.0","2.33","0.23","0.00","0.00","25.5","4","0","0"
"Antonio Sanabria","PAR","FW","Torino","14.6","2","18","4","22.2","1.23","0.27","0.11","0.50","15.1","0","0","1"
"Alexis Sánchez","CHI","FW","Udinese","4.9","0","7","0","0.0","1.44","0.00","0.00","","15.9","0","0","0"
"Nicola Sansone","ITA","MF,FW","Lecce","0.7","0","3","1","33.3","4.15","1.38","0.00","0.00","26.0","2","0","0"
"Amin Sarr","SWE","FW","Hellas Verona","21.2","4","23","7","30.4","1.09","0.33","0.17","0.57","14.3","0","0","0"
"Razvan Sava","ROU","GK","Udinese","12.0","0","0","0","","0.00","0.00","","","","0","0","0"
"Nicolò Savona","ITA","DF","Juventus","19.2","2","6","4","66.7","0.31","0.21","0.33","0.50","14.8","0","0","0"
"Saba Sazonov","GEO","DF","Torino","0.0","0","0","0","","0.00","0.00","","","","0","0","0"
"Giorgio Scalvini","ITA","DF","Atalanta","3.0","0","4","0","0.0","1.32","0.00","0.00","","18.6","0","0","0"
"Gianluca Scamacca","ITA","FW","Atalanta","0.1","0","1","1","100.0","15.00","15.00","0.00","0.00","9.5","0","0","0"
"Joël Schingtienne","BEL","DF","Venezia","12.5","0","0","0","","0.00","0.00","","","","0","0","0"
"Simone Scuffet","ITA","GK","Cagliari","13.0","0","0","0","","0.00","0.00","","","","0","0","0"
"Simone Scuffet","ITA","GK","Napoli","1.0","0","0","0","","0.00","0.00","","","","0","0","0"
"Jacopo Seghetti","ITA","GK","Empoli","1.0","0","0","0","","0.00","0.00","","","","0","0","0"
"Stefano Sensi","ITA","MF","Monza","3.0","1","6","1","16.7","1.97","0.33","0.00","0.00","30.6","1","1","1"
"Suat Serdar","GER","MF","Hellas Verona","15.3","2","30","8","26.7","1.96","0.52","0.07","0.25","20.9","0","0","0"
"Stephan El Shaarawy","ITA","DF,MF","Roma","12.2","3","28","12","42.9","2.30","0.98","0.11","0.25","18.8","1","0","0"
"Alen Sherri","ALB","GK","Cagliari","6.9","0","0","0","","0.00","0.00","","","","0","0","0"
"Eldor Shomurodov","UZB","FW,MF","Roma","12.2","4","29","13","44.8","2.38","1.07","0.14","0.31","11.9","0","0","0"
"Benjamin Siegrist","SUI","GK","Genoa","1.7","0","0","0","","0.00","0.00","","","","0","0","0"
"Marco Silvestri","ITA","GK","Empoli","5.0","0","0","0","","0.00","0.00","","","","0","0","0"
"Giovanni Simeone","ARG","FW","Napoli","4.7","1","13","3","23.1","2.79","0.64","0.08","0.33","16.0","0","0","0"
"Łukasz Skorupski","POL","GK","Bologna","26.3","0","0","0","","0.00","0.00","","","","0","0","0"
"Ivan Smolčić","CRO","DF","Como","7.0","0","7","3","42.9","1.00","0.43","0.00","0.00","11.8","0","0","0"
"Simon Sohm","SUI","MF","Parma","33.2","4","34","13","38.2","1.02","0.39","0.12","0.31","18.8","0","0","0"
"Ola Solbakken","NOR","MF,FW","Empoli","8.4","0","4","3","75.0","0.47","0.36","0.00","0.00","12.7","0","0","0"
"Oumar Solet","FRA","DF","Udinese","18.6","1","12","7","58.3","0.65","0.38","0.08","0.14","21.5","1","0","0"
"Daniele Sommariva","ITA","GK","Genoa","0.3","0","0","0","","0.00","0.00","","","","0","0","0"
"Yann Sommer","SUI","GK","Inter","32.0","0","0","0","","0.00","0.00","","","","0","0","0"
"Borna Sosa","CRO","DF","Torino","13.1","0","4","1","25.0","0.30","0.08","0.00","0.00","20.2","0","0","0"
"Riccardo Sottil","ITA","FW,MF","Fiorentina","9.3","1","22","6","27.3","2.38","0.65","0.05","0.17","19.7","1","0","0"
"Riccardo Sottil","ITA","FW,MF","Milan","1.4","0","2","0","0.0","1.46","0.00","0.00","","10.5","0","0","0"
"Matìas Soulé","ARG","MF,DF","Roma","19.8","5","42","13","31.0","2.12","0.66","0.12","0.38","21.1","1","0","0"
"Leonardo Spinazzola","ITA","DF,FW","Napoli","16.9","1","12","4","33.3","0.71","0.24","0.08","0.25","17.1","0","0","0"
"Marco Sportiello","ITA","GK","Milan","1.4","0","0","0","","0.00","0.00","","","","0","0","0"
"Filip Stankovic","SRB","GK","Venezia","15.2","0","0","0","","0.00","0.00","","","","0","0","0"
"Petar Stojanović","SVN","MF","Empoli","0.0","0","0","0","","0.00","0.00","","","","0","0","0"
"Gabriel Strefezza","BRA","FW,MF","Como","29.1","6","58","21","36.2","1.99","0.72","0.10","0.29","20.5","2","0","0"
"Ibrahim Sulemana","GHA","MF","Atalanta","3.1","2","5","2","40.0","1.59","0.64","0.40","1.00","22.9","0","0","0"
"Tomáš Suslov","SVK","MF,FW","Hellas Verona","23.1","0","32","7","21.9","1.38","0.30","0.00","0.00","21.6","4","0","0"
"Zion Suzuki","JPN","GK","Parma","36.8","0","0","0","","0.00","0.00","","","","0","0","0"
"Marin Šverko","CRO","DF","Venezia","12.4","1","3","1","33.3","0.24","0.08","0.33","1.00","17.2","0","0","0"
"Mile Svilar","SRB","GK","Roma","38.0","0","1","0","0.0","0.03","0.00","0.00","","10.5","0","0","0"
"Michael Svoboda","AUT","DF","Venezia","14.6","1","4","4","100.0","0.27","0.27","0.25","0.25","12.5","0","0","0"
"Adrien Tameze","CMR","MF,DF","Torino","7.2","0","7","3","42.9","0.97","0.42","0.00","0.00","15.1","0","0","0"
"Mehdi Taremi","IRN","FW","Inter","9.0","1","13","5","38.5","1.45","0.56","0.00","0.00","12.0","0","1","1"
"Nuno Tavares","POR","DF","Lazio","18.7","0","28","5","17.9","1.49","0.27","0.00","0.00","24.6","5","0","0"
"Loum Tchaouna","FRA","FW,MF","Lazio","7.3","1","23","8","34.8","3.14","1.09","0.04","0.13","17.8","0","0","0"
"Jackson Tchatchoua","CMR","DF,MF","Hellas Verona","35.2","2","18","3","16.7","0.51","0.09","0.11","0.67","20.2","0","0","0"
"Casper Tengstedt","DEN","FW","Hellas Verona","16.9","6","37","10","27.0","2.20","0.59","0.14","0.50","14.2","0","1","1"
"Filippo Terracciano","ITA","DF,MF","Milan","6.0","0","3","1","33.3","0.50","0.17","0.00","0.00","20.9","0","0","0"
"Pietro Terracciano","ITA","GK","Fiorentina","3.0","0","0","0","","0.00","0.00","","","","0","0","0"
"Florian Thauvin","FRA","FW,MF","Udinese","21.7","8","51","23","45.1","2.35","1.06","0.14","0.30","18.5","3","1","3"
"Malick Thiaw","GER","DF","Milan","20.1","0","7","0","0.0","0.35","0.00","0.00","","9.4","0","0","0"
"Morten Thorsby","NOR","MF,FW","Genoa","21.1","0","15","6","40.0","0.71","0.28","0.00","0.00","12.2","0","0","0"
"Khéphren Thuram","FRA","MF","Juventus","25.8","4","36","10","27.8","1.39","0.39","0.11","0.40","20.1","0","0","0"
"Marcus Thuram","FRA","FW","Inter","24.4","14","64","27","42.2","2.62","1.10","0.22","0.52","13.1","0","0","0"
"Cheikh Tidiane Niasse","SEN","MF","Hellas Verona","8.4","0","3","1","33.3","0.36","0.12","0.00","0.00","21.8","0","0","0"
"Rafael Tolói","ITA","DF","Atalanta","5.2","0","3","0","0.0","0.58","0.00","0.00","","19.2","0","0","0"
"Fikayo Tomori","ENG","DF","Milan","17.7","0","2","0","0.0","0.11","0.00","0.00","","12.5","0","0","0"
"Luka Topalović","SVN","MF","Inter","0.1","0","0","0","","0.00","0.00","","","","0","0","0"
"Lorenzo Tosto","ITA","DF","Empoli","0.0","0","0","0","","0.00","0.00","","","","0","0","0"
"Souleymane Touré","FRA","DF","Udinese","8.1","1","4","2","50.0","0.49","0.25","0.25","0.50","7.0","0","0","0"
"Stefano Turati","ITA","GK","Monza","29.7","0","0","0","","0.00","0.00","","","","0","0","0"
"Kacper Urbanski","POL","MF","Bologna","2.7","1","4","1","25.0","1.46","0.36","0.25","1.00","15.7","0","0","0"
"Kacper Urbanski","POL","MF","Monza","5.6","0","5","1","20.0","0.90","0.18","0.00","0.00","23.0","0","0","0"
"Lautaro Valenti","ARG","DF","Parma","17.3","1","7","2","28.6","0.40","0.12","0.14","0.50","22.1","0","0","0"
"Nicolás Valentini","ARG","DF","Hellas Verona","12.5","0","8","0","0.0","0.64","0.00","0.00","","13.3","0","0","0"
"Emanuele Valeri","ITA","DF","Parma","31.9","2","26","4","15.4","0.81","0.13","0.04","0.25","24.4","1","1","1"
"Álex Valle","ESP","DF","Como","11.4","0","9","1","11.1","0.79","0.09","0.00","0.00","22.2","0","0","0"
"Mattia Valoti","ITA","MF","Monza","0.4","0","0","0","","0.00","0.00","","","","0","0","0"
"Ignace Van Der Brempt","BEL","DF","Como","14.0","0","7","3","42.9","0.50","0.21","0.00","0.00","11.4","0","0","0"
"Devis Vásquez","COL","GK","Empoli","32.0","0","0","0","","0.00","0.00","","","","0","0","0"
"Johan Vásquez","MEX","DF","Genoa","33.8","3","36","8","22.2","1.07","0.24","0.08","0.38","16.4","1","0","0"
"Matías Vecino","URU","MF","Lazio","9.7","2","16","4","25.0","1.64","0.41","0.13","0.50","11.9","0","0","0"
"Danilo Veiga","POR","DF","Lecce","4.2","0","5","0","0.0","1.20","0.00","0.00","","17.1","0","0","0"
"Renato Veiga","POR","DF","Juventus","12.1","0","12","5","41.7","0.99","0.41","0.00","0.00","14.6","1","0","0"
"Lorenzo Venturino","ITA","FW,MF","Genoa","1.9","2","4","3","75.0","2.16","1.62","0.50","0.67","15.5","0","0","0"
"Simone Verdi","ITA","MF,FW","Como","1.3","0","2","2","100.0","1.57","1.57","0.00","0.00","26.3","0","0","0"
"Samuele Vignato","ITA","MF","Monza","5.2","0","4","1","25.0","0.77","0.19","0.00","0.00","13.2","0","0","0"
"Nicolas Viola","ITA","FW,MF","Cagliari","14.1","3","31","9","29.0","2.20","0.64","0.10","0.33","20.4","4","0","0"
"Mattia Viti","ITA","DF","Empoli","28.6","1","11","2","18.2","0.38","0.07","0.09","0.50","14.3","0","0","0"
"Vitinha","POR","FW,MF","Genoa","14.8","2","33","5","15.2","2.24","0.34","0.06","0.40","20.3","1","0","0"
"Dušan Vlahović","SRB","FW","Juventus","19.8","10","73","25","34.2","3.68","1.26","0.08","0.24","15.9","7","4","4"
"Vanja Vlahović","SRB","FW,MF","Atalanta","0.7","0","1","1","100.0","1.50","1.50","0.00","0.00","14.2","0","0","0"
"Nikola Vlašić","CRO","MF,FW","Torino","23.5","5","30","10","33.3","1.28","0.43","0.10","0.30","22.2","0","2","2"
"Alessandro Vogliacco","ITA","DF","Genoa","7.9","2","5","2","40.0","0.63","0.25","0.40","1.00","10.6","0","0","0"
"Alessandro Vogliacco","ITA","DF","Parma","8.6","0","1","1","100.0","0.12","0.12","0.00","0.00","6.7","0","0","0"
"Mërgim Vojvoda","KVX","DF","Torino","12.3","0","5","0","0.0","0.41","0.00","0.00","","20.3","0","0","0"
"Mërgim Vojvoda","KVX","DF","Como","8.0","1","4","1","25.0","0.50","0.13","0.25","1.00","18.5","0","0","0"
"Stefan de Vrij","NED","DF","Inter","18.2","3","13","3","23.1","0.72","0.17","0.23","1.00","10.6","0","0","0"
"Kyle Walker","ENG","DF","Milan","7.3","0","2","0","0.0","0.27","0.00","0.00","","31.9","0","0","0"
"Sebastian Walukiewicz","POL","DF","Torino","18.5","0","6","1","16.7","0.33","0.05","0.00","0.00","20.5","0","0","0"
"Sebastian Walukiewicz","POL","DF","Empoli","2.0","0","0","0","","0.00","0.00","","","","0","0","0"
"Timothy Weah","USA","DF,FW","Juventus","18.2","5","21","9","42.9","1.15","0.49","0.24","0.56","20.3","0","0","0"
"Mateusz Wieteska","POL","DF","Cagliari","2.0","0","1","0","0.0","0.49","0.00","0.00","","8.1","0","0","0"
"John Yeboah","ECU","FW,MF","Venezia","13.6","1","30","10","33.3","2.20","0.73","0.03","0.10","16.6","0","0","0"
"Kenan Yıldız","TUR","FW,MF","Juventus","26.7","7","61","22","36.1","2.29","0.82","0.11","0.32","17.5","0","0","0"
"Mattia Zaccagni","ITA","FW","Lazio","29.8","8","46","14","30.4","1.54","0.47","0.13","0.43","17.3","2","2","2"
"Nicola Zalewski","POL","DF,FW","Roma","5.9","0","5","0","0.0","0.84","0.00","0.00","","21.4","0","0","0"
"Nicola Zalewski","POL","DF,MF","Inter","4.8","1","5","3","60.0","1.03","0.62","0.20","0.33","22.1","0","0","0"
"Andre-Frank Zambo Anguissa","CMR","MF","Napoli","31.7","6","44","12","27.3","1.39","0.38","0.14","0.50","16.7","0","0","0"
"Francesco Zampano","ITA","DF","Venezia","18.2","1","7","4","57.1","0.38","0.22","0.14","0.25","16.1","0","0","0"
"Nicolò Zaniolo","ITA","FW","Fiorentina","3.8","0","9","4","44.4","2.36","1.05","0.00","0.00","20.6","1","0","0"
"Nicolò Zaniolo","ITA","FW,MF","Atalanta","4.0","2","11","4","36.4","2.78","1.01","0.18","0.50","15.1","0","0","0"
"Alessandro Zanoli","ITA","FW,DF","Genoa","19.0","1","11","3","27.3","0.58","0.16","0.09","0.33","20.8","0","0","0"
"Duván Zapata","COL","FW","Torino","6.5","3","21","8","38.1","3.22","1.23","0.14","0.38","11.6","0","0","0"
"Gabriele Zappa","ITA","DF","Cagliari","34.0","2","11","5","45.5","0.32","0.15","0.18","0.40","16.9","0","0","0"
"Davide Zappacosta","ITA","DF","Atalanta","23.0","4","39","12","30.8","1.70","0.52","0.10","0.33","19.2","0","0","0"
"Oier Zarraga","ESP","MF","Udinese","10.0","1","6","1","16.7","0.60","0.10","0.17","1.00","21.2","0","0","0"
"Jordan Zemura","ZIM","DF","Udinese","15.7","1","14","3","21.4","0.89","0.19","0.07","0.33","19.0","3","0","0"
"Alessio Zerbin","ITA","DF","Venezia","16.9","1","16","6","37.5","0.95","0.36","0.06","0.17","14.5","0","0","0"
"Alessio Zerbin","ITA","FW,DF","Napoli","0.0","0","0","0","","0.00","0.00","","","","0","0","0"
"Kevin Zeroli","ITA","MF","Monza","4.4","0","6","1","16.7","1.37","0.23","0.00","0.00","13.0","0","0","0"
"Kevin Zeroli","ITA","MF","Milan","0.1","0","0","0","","0.00","0.00","","","","0","0","0"
"Piotr Zieliński","POL","MF","Inter","10.9","2","15","4","26.7","1.38","0.37","0.00","0.00","21.7","0","2","2"
"Nadir Zortea","ITA","DF,MF","Cagliari","30.1","6","33","10","30.3","1.09","0.33","0.18","0.60","19.3","0","0","0"
"Szymon Żurkowski","POL","MF","Empoli","1.2","0","2","0","0.0","1.70","0.00","0.00","","17.0","0","0","0"
"Milan Đurić","BIH","FW","Monza","14.1","4","23","10","43.5","1.63","0.71","0.17","0.40","11.7","0","0","0"
"Milan Đurić","BIH","FW","Parma","3.0","1","5","1","20.0","1.68","0.34","0.20","1.00","12.8","0","0","0"
"Keyliane Abdallah","FRA","FW","Marseille","0.0","0","0","0","","0.00","0.00","","","","0","0","0"
"Yunis Abdelhamid","MAR","DF","Saint-Étienne","11.5","0","2","1","50.0","0.17","0.09","0.00","0.00","10.8","0","0","0"
"Himad Abdelli","ALG","MF,FW","Angers","31.6","6","35","8","22.9","1.11","0.25","0.09","0.38","22.6","0","3","4"
"Mohamed Abdelmoneim","EGY","DF","Nice","9.5","0","0","0","","0.00","0.00","","","","0","0","0"
"Ali Abdi","TUN","DF,MF","Nice","15.5","5","29","11","37.9","1.87","0.71","0.17","0.45","16.9","1","0","0"
"Matthis Abline","FRA","FW","Nantes","30.8","9","73","26","35.6","2.37","0.85","0.11","0.31","15.0","0","1","1"
"Abner","BRA","DF","Lyon","12.1","1","7","3","42.9","0.58","0.25","0.14","0.33","17.7","0","0","0"
"Zakaria Aboukhlal","MAR","MF,FW","Toulouse","21.1","7","62","26","41.9","2.94","1.23","0.10","0.23","14.6","0","1","2"
"Akor Adams","NGA","FW","Montpellier","11.9","3","26","12","46.2","2.18","1.00","0.12","0.25","13.3","0","0","0"
"Martin Adeline","FRA","MF","Reims","0.3","0","0","0","","0.00","0.00","","","","0","0","0"
"Adryelson","BRA","DF","Lyon","0.0","0","0","0","","0.00","0.00","","","","0","0","0"
"Emmanuel Agbadou","CIV","DF","Reims","14.0","0","15","3","20.0","1.07","0.21","0.00","0.00","28.8","1","0","0"
"Jeremy Agbonifo","SWE","FW,MF","Lens","3.3","1","6","4","66.7","1.80","1.20","0.17","0.25","14.1","0","0","0"
"Ruben Aguilar","FRA","DF,MF","Lens","12.5","1","11","3","27.3","0.88","0.24","0.09","0.33","16.0","0","0","0"
"Naouirou Ahamada","FRA","MF,FW","Rennes","0.6","0","1","0","0.0","1.55","0.00","0.00","","28.2","0","0","0"
"Jean-Eudes Aholou","CIV","MF","Angers","21.8","2","27","7","25.9","1.24","0.32","0.07","0.29","18.2","0","0","0"
"Ayman Aiki","FRA","FW,MF","Saint-Étienne","1.4","0","3","1","33.3","2.13","0.71","0.00","0.00","23.5","0","0","0"
"Ludovic Ajorque","FRA","FW","Brest","27.7","13","53","25","47.2","1.91","0.90","0.25","0.52","12.1","0","0","1"
"Ümit Akdag","ROU","DF","Toulouse","5.6","0","2","0","0.0","0.36","0.00","0.00","","24.3","0","0","0"
"Sergio Akieme","ESP","DF","Reims","28.0","2","26","7","26.9","0.93","0.25","0.08","0.29","20.1","1","0","0"
"Maghnes Akliouche","FRA","FW,MF","Monaco","26.7","5","61","17","27.9","2.28","0.64","0.07","0.24","16.0","2","1","1"
"Paul Akouokou","CIV","MF","Lyon","0.2","0","0","0","","0.00","0.00","","","","0","0","0"
"Clément Akpa","CIV","DF","Auxerre","27.6","0","6","1","16.7","0.22","0.04","0.00","0.00","15.1","0","0","0"
"Chuba Akpom","ENG","FW","Lille","7.1","3","18","9","50.0","2.54","1.27","0.11","0.22","13.2","0","1","2"
"Mohamed Ali Cho","FRA","FW,MF","Nice","18.0","3","36","15","41.7","2.00","0.83","0.08","0.20","17.7","0","0","0"
"Jim Allevinah","GAB","FW","Angers","19.4","1","35","10","28.6","1.80","0.51","0.03","0.10","14.5","0","0","0"
"Thiago Almada","ARG","MF,FW","Lyon","10.6","1","23","5","21.7","2.18","0.47","0.04","0.20","20.5","1","0","0"
"Jordan Amavi","FRA","DF","Brest","8.8","0","8","3","37.5","0.91","0.34","0.00","0.00","25.0","1","0","0"
"Kelvin Amian","FRA","DF","Nantes","24.1","1","7","4","57.1","0.29","0.17","0.14","0.25","14.9","0","0","0"
"Michael Amir Murillo","PAN","DF","Marseille","27.1","1","13","4","30.8","0.48","0.15","0.08","0.25","18.8","2","0","0"
"Samuel Amo-Ameyaw","ENG","DF,MF","Strasbourg","3.6","2","9","7","77.8","2.53","1.97","0.22","0.29","17.0","0","0","0"
"Mathis Amougou","FRA","MF","Saint-Étienne","9.5","0","7","1","14.3","0.73","0.10","0.00","0.00","18.9","0","0","0"
"Benjamin André","FRA","MF","Lille","29.9","0","16","4","25.0","0.53","0.13","0.00","0.00","15.6","0","0","0"
"Kyllian Antonio","FRA","DF,MF","Lens","1.5","0","1","0","0.0","0.65","0.00","0.00","","18.2","0","0","0"
"Dennis Appiah","FRA","DF","Saint-Étienne","23.6","0","5","2","40.0","0.21","0.08","0.00","0.00","20.3","0","0","0"
"Carlens Arcus","HAI","DF","Angers","22.7","0","3","0","0.0","0.13","0.00","0.00","","29.1","0","0","0"
"Hákon Arnar Haraldsson","ISL","MF,FW","Lille","19.5","5","35","13","37.1","1.79","0.67","0.14","0.38","17.1","2","0","0"
"Marco Asensio","ESP","FW,MF","Paris S-G","6.9","2","26","14","53.8","3.79","2.04","0.08","0.14","14.5","2","0","0"
"Lorenz Assignon","TOG","DF,MF","Rennes","26.2","3","22","5","22.7","0.84","0.19","0.14","0.60","17.5","0","0","0"
"Dehmaine Assoumani","FRA","MF,FW","Nantes","1.1","0","3","2","66.7","2.76","1.84","0.00","0.00","26.1","0","0","0"
"Valentin Atangana Edoa","FRA","MF","Reims","31.7","1","33","6","18.2","1.04","0.19","0.03","0.17","18.4","0","0","0"
"Florian Ayé","FRA","FW","Auxerre","6.4","2","12","3","25.0","1.88","0.47","0.17","0.67","13.1","0","0","0"
"André Ayew","GHA","FW","Le Havre","16.1","4","22","9","40.9","1.36","0.56","0.18","0.44","12.0","2","0","0"
"Neil El Aynaoui","FRA","MF","Lens","17.6","8","16","7","43.8","0.91","0.40","0.31","0.71","20.4","1","3","3"
"Shavy Babicka","GAB","MF,FW","Toulouse","13.2","4","20","9","45.0","1.52","0.68","0.20","0.44","14.6","0","0","0"
"Juma Bah","SLE","DF","Lens","7.6","0","2","1","50.0","0.26","0.13","0.00","0.00","10.9","0","0","0"
"Theo Bair","CAN","FW","Auxerre","10.4","2","26","13","50.0","2.49","1.25","0.08","0.15","13.2","0","0","0"
"Mitchel Bakker","NED","FW,DF","Lille","12.7","3","23","10","43.5","1.82","0.79","0.13","0.30","18.9","5","0","0"
"Darryl Bakola","FRA","DF,MF","Marseille","0.2","0","0","0","","0.00","0.00","","","","0","0","0"
"Dilane Bakwa","FRA","MF,DF","Strasbourg","27.7","6","52","22","42.3","1.87","0.79","0.12","0.27","21.3","6","0","0"
"Leonardo Balerdi","ARG","DF","Marseille","25.3","0","15","1","6.7","0.59","0.04","0.00","0.00","17.1","0","0","0"
"Fodé Ballo-Touré","SEN","DF,MF","Le Havre","6.5","0","0","0","","0.00","0.00","","","","0","0","0"
"Folarin Balogun","USA","FW","Monaco","6.8","4","31","10","32.3","4.54","1.46","0.13","0.40","13.3","0","0","0"
"Abdoulaye Bamba","CIV","DF","Angers","16.8","0","1","0","0.0","0.06","0.00","0.00","","7.2","0","0","0"
"Mohamed Bamba","CIV","MF","Reims","0.1","0","0","0","","0.00","0.00","","","","0","0","0"
